"","SERIALNO","PUMA","ST","WGTP","state","residence","family_structure","child1_age","child2_age","child3_age","child4_age","child5_age","parent1_age","parent2_age","disability_parent1","disability_parent2","disability_child1","disability_child2","disability_child3","disability_child4","disability_child5","cs_flag","breastfeeding","nontraditionalwork","immigration","parent1_max_work","maxshiftlength_parent1","maxworkweek_parent1","backtobackshifts_parent1","weekenddaysworked","parent1_first_max","backtobackshifts_parent2","workdaystart","user_trans_type","savings","vehicle1_value","vehicle2_value","vehicle1_owed","vehicle2_owed","debt_payment","privateplan_type","hlth_amt_parent_m","hlth_amt_family_m","hlth_costs_oop_m","userplantype","disability_medical_expenses_mnth","housing_override","housing_override_amt","home_type","fuel_source","energy_cost_override","energy_cost_override_amt","food_override","trans_override","trans_override_parent1_amt","trans_override_parent2_amt","other_override","disability_personal_expenses_m","disability_flag","fosterchild_flag","noncitizen_flag","felony_conviction_flag","parent2_max_work","maxshiftlength_parent2","maxworkweek_parent2","child1_foster_status","child2_foster_status","child3_foster_status","child4_foster_status","child5_foster_status","child1_immigration_status","child2_immigration_status","child3_immigration_status","child4_immigration_status","child5_immigration_status","itin","other_parent_timeoff_for_newborn","mother_timeoff_for_newborn","state_mctr","fli","tdi","baseline","compare_flag","snap_training","fullday_prek","fullday_k","recent_tanf_exit_flag","tanfwork"
"1","2019HU0000274","02202","34",80,"New Jersey","Gloucester County (South & West)--Glassboro Borough","two-parent",13,15,17,-1,-1,48,49,"0","0","0","0","0","-9","-9",1,1,0,0,50,10,52,1,1.25,0.92,0.1,"8:20","01",4915,15839,15858,0,0,12794,"employer",0,0,796,"employer",0,"1",1100,"house","1",1,363,612,"0","0","0",509,0,NA,NA,NA,NA,45,9,52,"0","0","0","-9","-9","1","1","1","-9","-9",NA,0.5,13.5,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"2","2019HU0000439","00307","34",64,"New Jersey","Bergen County (North Central)--Bergenfield, Paramus, Dumont & New Milford Boroughs","two-parent",11,14,20,-1,-1,55,47,"0","0","0","0","0","-9","-9",1,1,0,0,55,11,52,0.8,1.88,NA,NA,"7:5","01",5195,22869,22887,11783,13261,4901,"employer",0,0,693,"employer",0,"1",2000,"house","1",1,200,771,"0","0","0",653,0,NA,NA,NA,NA,32,6,24,"0","0","0","-9","-9","1","1","4","-9","-9",NA,2.1,10,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"3","2019HU0001021","01501","34",125,"New Jersey","Morris County (North)--Dover Town & Kinnelon Borough","two-parent",7,9,-1,-1,-1,40,42,"0","0","0","0","-9","-9","-9",0,1,0,0,40,8,52,0.4,0,0.67,1,"7:30","01",5876,15668,15687,14810,16289,14011,"employer",0,0,814,"employer",0,"1",2500,"house","1",1,260,846,"0","0","0",618,0,NA,NA,NA,NA,40,8,52,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,1.8,11.3,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"4","2019HU0001203","01901","34",104,"New Jersey","Union County (North Central)--Roselle Park Borough","two-parent",5,11,-1,-1,-1,39,39,"0","0","0","0","-9","-9","-9",1,1,0,0,40,8,52,0.2,0,-0.67,0.7,"7:50","01",6106,20126,20144,0,0,14997,"employer",0,0,1072,"employer",0,"1",2400,"house","1",1,213,560,"0","0","0",574,0,NA,NA,NA,NA,25,5,52,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,1.6,15.1,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"5","2019HU0001277","00906","34",121,"New Jersey","Middlesex County (Central)--New Brunswick City, South River & Highland Park Boroughs","two-parent",8,10,-1,-1,-1,38,38,"0","0","0","0","-9","-9","-9",1,1,0,0,45,9,52,1.1,0.62,-0.33,0.4,"8:55","01",6457,16335,16354,16003,17481,9279,"employer",0,0,586,"employer",0,"1",2300,"house","1",1,433,682,"0","0","0",655,0,NA,NA,NA,NA,60,12,52,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,1.4,14,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"6","2019HU0001292","01104","34",53,"New Jersey","Monmouth County (Northeast)--Red Bank & Tinton Falls (North) Boroughs","two-parent",13,13,15,16,-1,54,58,"0","0","0","0","0","0","-9",1,0,0,0,40,8,52,-9,0,NA,NA,NA,"11",3900,0,0,0,0,13727,"employer",0,0,940,"employer",0,"1",5000,"house","1",1,533,555,"1","0","0",648,0,NA,NA,NA,NA,50,10,44,"0","0","0","0","-9","1","1","1","1","-9",NA,1.1,10.4,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"7","2019HU0001416","00102","34",147,"New Jersey","Atlantic County (Outside Somers Point City)--Pleasantville City & Hammonton Town","two-parent",13,16,-1,-1,-1,35,57,"0","1","0","0","-9","-9","-9",0,1,0,0,40,8,52,0.2,0,NA,NA,"5:35","01",5236,19300,19318,14710,16188,12311,"employer",0,0,982,"employer",982,"1",1800,"house","1",1,408,673,"0","0","0",607,1526,NA,NA,NA,NA,NA,NA,NA,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,1.2,12.5,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8","2019HU0001551","02303","34",57,"New Jersey","Mercer County (South)","two-parent",13,16,-1,-1,-1,47,48,"0","1","0","0","-9","-9","-9",1,1,1,0,99,19,52,0.2,2,NA,NA,"18:20","01",5646,25014,25032,15723,17202,12899,NA,0,0,915,"employer",915,"1",1800,"house","4",1,325,620,"0","0","0",661,1518,NA,NA,NA,NA,NA,NA,NA,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0.7,9.8,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"9","2019HU0001651","01001","34",75,"New Jersey","Somerset County (North & West)","two-parent",6,9,-1,-1,-1,39,38,"0","0","0","0","-9","-9","-9",1,1,0,0,50,10,52,-9,1.25,NA,NA,NA,"11",4553,20328,20347,14158,15636,13289,"employer",0,0,737,"employer",0,"1",0,"house","1",1,890,622,"1","0","0",716,0,NA,NA,NA,NA,NA,NA,NA,"0","0","-9","-9","-9","3","3","-9","-9","-9",NA,2,9.5,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"10","2019HU0001708","00305","34",23,"New Jersey","Bergen County (East)--Tenafly, Park Ridge & Cresskill Boroughs","two-parent",13,16,-1,-1,-1,55,56,"0","0","0","0","-9","-9","-9",1,1,0,0,60,12,52,0.2,2,-0.25,1,"8:35","01",5784,24602,24620,0,0,13589,"employer",0,0,913,"employer",0,"1",6800,"house","1",1,711,790,"0","0","0",577,0,NA,NA,NA,NA,50,10,52,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0.5,11.1,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"11","2019HU0001734","00601","34",143,"New Jersey","Hudson County (Central)--Jersey City (North)","two-parent",2,-1,-1,-1,-1,35,30,"0","0","0","-9","-9","-9","-9",1,1,0,1,40,8,52,0.5,0,-1.58,2.3,"8:45","03",5734,27357,0,13047,0,12135,"employer",0,0,706,"employer",0,"1",2500,"apartment","3",1,140,678,"0","0","0",634,0,NA,NA,NA,NA,40,8,52,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,0.9,8.6,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"12","2019HU0002109","02202","34",119,"New Jersey","Gloucester County (South & West)--Glassboro Borough","two-parent",5,6,-1,-1,-1,32,30,"0","0","0","0","-9","-9","-9",0,0,0,0,50,10,52,0.2,1.25,NA,NA,"7:5","01",4618,20403,20421,12485,13963,6500,"employer",0,0,732,"employer",0,"1",0,"house","1",1,357,772,"0","0","0",530,0,NA,NA,NA,NA,NA,NA,NA,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0.7,4.5,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"13","2019HU0002397","00307","34",49,"New Jersey","Bergen County (North Central)--Bergenfield, Paramus, Dumont & New Milford Boroughs","two-parent",17,19,-1,-1,-1,58,55,"0","0","0",NA,"-9","-9","-9",0,1,0,0,40,8,52,0.3,0,1.92,0.2,"9:10","01",4573,19505,19524,0,0,9533,"employer",0,0,645,"employer",0,"1",0,"house","1",1,353,807,"0","0","0",665,0,NA,NA,NA,NA,10,2,52,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0,10.5,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"14","2019HU0002929","01901","34",67,"New Jersey","Union County (North Central)--Roselle Park Borough","two-parent",4,-1,-1,-1,-1,36,36,"0","0","0","-9","-9","-9","-9",0,0,0,0,40,8,52,1,0,-1,0.1,"8:10","04",5758,14549,14567,0,0,8755,"employer",0,0,863,"employer",0,"1",860,"house","1",1,218,642,"0","0","0",658,0,NA,NA,NA,NA,40,8,52,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,0.2,7.2,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"15","2019HU0003093","02102","34",70,"New Jersey","Camden County (Central)--Lindenwold & Collingswood Boroughs","two-parent",2,-1,-1,-1,-1,37,27,"0","0","0","-9","-9","-9","-9",0,1,0,0,40,8,52,0.1,0,5.17,0.4,"12:25","01",6840,23550,23569,0,0,6450,"employer",0,0,692,"employer",0,"1",1700,"house","1",1,230,765,"0","0","0",641,0,NA,NA,NA,NA,32,6,48,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,0.1,8.3,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"16","2019HU0003164","00904","34",194,"New Jersey","Middlesex County (North Central)--Metuchen Borough","two-parent",10,-1,-1,-1,-1,49,39,"0","0","0","-9","-9","-9","-9",0,1,0,0,40,8,52,0.9,0,0.25,0.7,"9:45","01",6588,28268,28287,0,0,13874,"employer",0,0,547,"employer",0,"1",0,"house","1",1,210,435,"0","0","0",527,0,NA,NA,NA,NA,40,8,52,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,0,11.3,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"17","2019HU0003432","00905","34",378,"New Jersey","Middlesex County (Northeast)--Carteret Borough","two-parent",14,-1,-1,-1,-1,53,47,"0","0","0","-9","-9","-9","-9",0,0,0,0,48,9,52,2.3,1,-0.67,0.3,"7:30","04",6553,25866,0,15202,0,7325,"employer",0,0,617,"employer",0,"1",2000,"house","1",1,423,719,"0","0","0",598,0,NA,NA,NA,NA,25,5,52,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,0.9,9.3,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"18","2019HU0003501","02102","34",224,"New Jersey","Camden County (Central)--Lindenwold & Collingswood Boroughs","two-parent",7,10,22,-1,-1,52,52,"1","0","0",NA,"0","-9","-9",0,1,0,0,55,11,52,-9,1.88,NA,NA,NA,"11",5688,14019,14037,14757,16235,16076,"employer",0,0,789,"employer",789,"1",3300,"house","1",1,563,617,"1","0","0",683,1424,NA,NA,NA,NA,20,4,52,"0","0","0","-9","-9","1","1","1","-9","-9",NA,1.9,9.1,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"19","2019HU0003771","00907","34",39,"New Jersey","Middlesex County (East Central)--Perth Amboy City & Sayreville Borough","two-parent",2,17,19,-1,-1,33,46,"0","0","0","0","0","-9","-9",1,1,0,0,40,8,52,0.7,0,0.33,0.2,"8:0","01",5546,18943,18962,14916,16394,5905,"employer",0,0,1100,"employer",0,"1",1700,"house","3",1,283,688,"0","0","0",576,0,NA,NA,NA,NA,22,4,52,"0","0","0","-9","-9","1","1","1","-9","-9",NA,0.5,15.1,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"20","2019HU0003985","00306","34",140,"New Jersey","Bergen County (Northwest)--Ramsey, Oakland & Franklin Lakes Boroughs","two-parent",3,-1,-1,-1,-1,38,32,"0","0","0","-9","-9","-9","-9",0,1,0,0,50,10,52,0.7,1.25,NA,NA,"6:55","01",4690,22136,22154,14604,16082,11892,"employer",0,0,971,"employer",0,"1",1900,"house","1",1,261,689,"0","0","0",525,0,NA,NA,NA,NA,NA,NA,NA,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,0.6,8.9,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"21","2019HU0004235","01600","34",71,"New Jersey","Sussex County","two-parent",1,-1,-1,-1,-1,39,37,"0","0","0","-9","-9","-9","-9",1,1,0,0,40,8,52,0.6,0,1.08,0.5,"8:40","01",5916,27380,27399,0,0,6720,"employer",0,0,715,"employer",0,"1",1600,"house","4",1,250,652,"0","0","0",615,0,NA,NA,NA,NA,40,8,52,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,1.8,12.2,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"22","2019HU0005017","02001","34",111,"New Jersey","Burlington County (North)--Burlington City","two-parent",4,10,14,16,16,41,36,"0","0","0","0","0","0","0",1,1,0,0,40,8,52,0.8,0,NA,NA,"6:35","01",5806,25268,25287,15018,16496,13554,"employer",0,0,603,"employer",0,"1",2300,"house","1",1,405,733,"0","0","0",743,0,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","1","1","1","1","1",NA,1.7,9.9,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"23","2019HU0005242","00303","34",98,"New Jersey","Bergen County (Southeast)--Fort Lee, Cliffside Park & Palisades Park Boroughs","two-parent",0,5,-1,-1,-1,42,39,"0","0","0","0","-9","-9","-9",1,1,0,0,40,8,52,1.5,0,-1.33,0.7,"7:5","01",4440,30074,30092,0,0,12661,"employer",0,0,980,"employer",0,"1",2600,"apartment","3",1,130,726,"0","0","0",621,0,NA,NA,NA,NA,26,5,52,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,2.1,8.9,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"24","2019HU0005355","00303","34",89,"New Jersey","Bergen County (Southeast)--Fort Lee, Cliffside Park & Palisades Park Boroughs","two-parent",0,-1,-1,-1,-1,34,32,"0","0","0","-9","-9","-9","-9",1,1,0,1,60,12,52,1,2,0.08,0.6,"7:0","02",4423,19245,0,0,0,13791,"employer",0,0,1117,"employer",0,"1",3800,"apartment","1",1,282,673,"0","0","0",611,0,NA,NA,NA,NA,55,11,52,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,0.5,4.3,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"25","2019HU0005683","01502","34",65,"New Jersey","Morris County (West)","two-parent",7,14,15,-1,-1,41,42,"0","0","0","0","0","-9","-9",1,0,0,0,40,8,52,0.3,0,0.42,0.4,"6:40","01",4176,12605,12623,14981,16460,12087,"employer",0,0,944,"employer",0,"1",2000,"house","6",1,300,681,"0","0","0",541,0,NA,NA,NA,NA,48,9,52,"0","0","0","-9","-9","1","1","1","-9","-9",NA,1.5,18.6,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"26","2019HU0005818","01106","34",113,"New Jersey","Monmouth County (Central)","two-parent",16,22,-1,-1,-1,57,55,"0","0","0","0","-9","-9","-9",1,1,0,0,45,9,52,2.3,0.62,NA,NA,"7:50","02",5633,21080,21099,14518,15997,12807,"employer",0,0,1075,"employer",0,"1",1800,"house","1",1,808,703,"0","0","0",615,0,NA,NA,NA,NA,40,8,52,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,1.6,15.4,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"27","2019HU0005847","02301","34",75,"New Jersey","Mercer County (West Central)--Trenton City","two-parent",11,17,22,-1,-1,42,33,"0","0","0","0","0","-9","-9",1,1,0,0,32,6,52,0.3,0,NA,0.8,"6:50","01",5856,20743,20762,0,0,4955,NA,0,0,757,"employer",0,"1",1200,"apartment","3",1,130,589,"0","0","0",581,0,NA,NA,NA,NA,48,9,52,"0","0","0","-9","-9","1","1","1","-9","-9",NA,0.6,9.5,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"28","2019HU0005859","00902","34",90,"New Jersey","Middlesex County (Southwest)","two-parent",1,-1,-1,-1,-1,34,34,"0","0","0","-9","-9","-9","-9",0,0,0,1,40,8,52,0.2,0,-0.25,0.5,"8:5","01",5387,28048,28067,0,0,8403,"employer",0,0,713,"employer",0,"1",2400,"house","1",1,132,626,"0","0","0",717,0,NA,NA,NA,NA,40,8,52,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,0.2,10.4,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"29","2019HU0005874","01205","34",76,"New Jersey","Ocean County (Northeast)--Point Pleasant Borough","two-parent",16,-1,-1,-1,-1,55,55,"1","0","0","-9","-9","-9","-9",1,1,0,0,40,8,18,-9,0,NA,0.5,NA,"",5388,25856,25875,12936,14414,16428,"employer",0,0,941,"employer",941,"1",1600,"house","1",1,343,669,"0","0","0",567,1298,NA,NA,NA,NA,48,9,52,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,0,9.1,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"30","2019HU0005890","00902","34",90,"New Jersey","Middlesex County (Southwest)","two-parent",6,-1,-1,-1,-1,45,41,"0","0","0","-9","-9","-9","-9",1,1,0,1,40,8,52,1.2,0,-1.25,1.5,"7:35","04",6189,19622,19640,0,0,6433,"employer",0,0,1172,"employer",0,"1",2900,"house","1",1,201,616,"0","0","0",506,0,NA,NA,NA,NA,40,8,22,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,0.7,9.6,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"31","2019HU0006052","01903","34",64,"New Jersey","Union County (Southwest)--Plainfield City & Westfield Town (South)","two-parent",7,11,-1,-1,-1,41,41,"0","0","0","0","-9","-9","-9",1,1,0,0,36,7,52,0.3,0,1.33,1.5,"8:10","01",5163,21961,21980,16497,17975,7138,"employer",0,0,798,"employer",0,"1",2500,"house","3",1,233,724,"0","0","0",487,0,NA,NA,NA,NA,35,7,52,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0,10.2,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"32","2019HU0006279","00902","34",114,"New Jersey","Middlesex County (Southwest)","two-parent",1,2,-1,-1,-1,25,25,"0","0","0","0","-9","-9","-9",1,0,0,0,30,6,52,0.3,0,NA,NA,"8:10","01",4187,27321,0,16083,0,12124,NA,0,0,918,"employer",0,"1",1600,"apartment","2",1,70,593,"0","0","0",621,0,NA,NA,NA,NA,NA,NA,NA,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0,6.6,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"33","2019HU0006354","01205","34",88,"New Jersey","Ocean County (Northeast)--Point Pleasant Borough","two-parent",4,8,-1,-1,-1,45,41,"0","0","0","0","-9","-9","-9",0,1,0,0,60,12,52,2.3,2,-1,0.5,"6:50","01",5292,20053,20072,16130,17608,14418,"employer",0,0,1182,"employer",0,"1",2300,"house","1",1,151,841,"0","0","0",582,0,NA,NA,NA,NA,40,8,52,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,2.2,11.4,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"34","2019HU0006380","02400","34",100,"New Jersey","Cumberland County (South)--Vineland & Millville Cities","two-parent",7,17,19,-1,-1,42,43,"0","0","0","0","0","-9","-9",1,0,1,0,40,8,52,0.3,0,11.25,0.9,"18:25","01",4029,20231,20250,13924,15402,12655,"employer",0,0,1194,"employer",0,"1",1400,"house","1",1,324,623,"0","0","0",591,0,NA,NA,NA,NA,40,8,52,"0","0","0","-9","-9","1","1","1","-9","-9",NA,1.6,12.5,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"35","2019HU0006669","01502","34",77,"New Jersey","Morris County (West)","two-parent",14,14,-1,-1,-1,43,43,"0","0","0","0","-9","-9","-9",1,1,0,0,50,10,52,0.4,1.25,NA,NA,"6:40","01",3722,21743,21762,0,0,11607,"employer",0,0,1105,"employer",0,"1",5000,"house","1",1,600,642,"0","0","0",631,0,NA,NA,NA,NA,NA,NA,NA,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0.1,11.6,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"36","2019HU0006767","01301","34",372,"New Jersey","Essex County (Southeast)--Newark City (North & East)","two-parent",0,-1,-1,-1,-1,26,25,"1","0","0","-9","-9","-9","-9",1,0,0,1,40,8,52,0.5,0,NA,NA,"7:20","01",6687,26000,0,17212,0,7588,"employer",0,0,581,"employer",581,"1",1500,"apartment","1",1,90,675,"0","0","0",599,1089,NA,NA,NA,NA,NA,NA,NA,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,1.5,10.3,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"37","2019HU0007016","00503","34",62,"New Jersey","Passaic County (North)--Ringwood, Wanaque & Pompton Lakes Boroughs","two-parent",7,8,10,13,-1,47,45,"0","0","0",NA,"0","0","-9",1,1,0,0,50,10,52,0.2,1.25,0.75,0.5,"8:20","01",5127,31464,31483,0,0,8657,"employer",0,0,811,"employer",0,"1",1800,"house","1",1,380,598,"0","0","0",590,0,NA,NA,NA,NA,40,8,52,"0","0","0","0","-9","1","1","1","1","-9",NA,0.2,16.2,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"38","2019HU0007218","02202","34",59,"New Jersey","Gloucester County (South & West)--Glassboro Borough","two-parent",5,10,-1,-1,-1,46,45,"0","0","0","0","-9","-9","-9",0,0,0,0,50,10,52,0.2,1.25,2.33,0.2,"9:35","01",4834,17722,17741,0,0,13286,"employer",0,0,799,"employer",0,"1",1700,"house","1",1,422,879,"0","0","0",673,0,NA,NA,NA,NA,40,8,52,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,1.6,12.7,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"39","2019HU0007488","00308","34",28,"New Jersey","Bergen County (Central)--Ridgewood Village, Glen Rock & Westwood Boroughs","two-parent",10,14,15,-1,-1,44,46,"0","0","0","0","0","-9","-9",0,1,0,0,60,12,16,-9,2,NA,0.2,NA,"",4159,0,0,0,0,8920,"individual",0,0,722,"employer",0,"1",0,"house","1",1,733,707,"0","0","0",609,0,NA,NA,NA,NA,17,3,18,"0","0","0","-9","-9","1","1","1","-9","-9",NA,2.5,7.6,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"40","2019HU0007575","00903","34",47,"New Jersey","Middlesex County (Northwest)--South Plainfield & Middlesex Boroughs","two-parent",0,-1,-1,-1,-1,36,35,"0","0","0","-9","-9","-9","-9",1,1,0,0,35,7,48,0.3,0,0.17,0.2,"7:25","01",4462,33927,33946,15800,17278,14706,"employer",0,0,905,"employer",0,"1",1800,"house","1",1,224,865,"0","0","0",597,0,NA,NA,NA,NA,45,9,52,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,1.5,6.8,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"41","2019HU0007580","01404","34",59,"New Jersey","Essex County (Southwest)","two-parent",1,3,-1,-1,-1,36,36,"1","0","0","0","-9","-9","-9",1,1,0,0,40,8,52,0.2,0,0.83,0.2,"8:35","01",3235,33946,0,15778,0,6068,"employer",0,0,608,"employer",608,"1",6800,"house","1",1,192,712,"0","0","0",532,1494,NA,NA,NA,NA,28,5,52,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0,14.8,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"42","2019HU0007740","01101","34",108,"New Jersey","Monmouth County (Southeast)--Tinton Falls Borough (South)","two-parent",17,19,-1,-1,-1,55,55,"0","0","0","0","-9","-9","-9",0,1,0,0,20,4,45,-9,0,NA,0.1,NA,"11",3928,22691,0,0,0,13015,"employer",0,0,294,"employer",0,"1",800,"house","1",1,63,701,"1","0","0",656,0,NA,NA,NA,NA,70,14,48,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0.8,12.7,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"43","2019HU0008028","01002","34",164,"New Jersey","Somerset County (South)","two-parent",6,9,-1,-1,-1,59,45,"0","0","0","0","-9","-9","-9",0,1,0,0,60,12,52,0.5,2,NA,NA,"5:20","01",5129,23104,23122,16374,17852,12933,NA,0,0,631,"employer",0,"1",2100,"house","1",1,272,691,"0","0","0",687,0,NA,NA,NA,NA,20,4,52,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0.3,13.6,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"44","2019HU0008107","00305","34",116,"New Jersey","Bergen County (East)--Tenafly, Park Ridge & Cresskill Boroughs","two-parent",4,9,10,-1,-1,39,39,"0","0","0","0","0","-9","-9",0,1,0,0,60,12,52,1.5,2,0.17,0.3,"9:20","06",6253,17209,17227,0,0,15310,"employer",0,0,474,"employer",0,"1",5000,"house","1",1,306,618,"0","0","0",727,0,NA,NA,NA,NA,15,3,52,"0","0","0","-9","-9","1","1","1","-9","-9",NA,1.3,16.5,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"45","2019HU0008419","01504","34",84,"New Jersey","Morris County (South)--Morristown Town, Madison & Florham Park Boroughs","two-parent",0,-1,-1,-1,-1,31,30,"0","0","0","-9","-9","-9","-9",1,1,0,0,50,10,40,0.3,1.25,-0.83,1.7,"7:40","01",3989,27729,27748,16861,18339,14844,"employer",0,0,798,"employer",0,"1",2700,"house","1",1,122,697,"0","0","0",723,0,NA,NA,NA,NA,45,9,52,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,0.4,12.6,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"46","2019HU0008572","00307","34",49,"New Jersey","Bergen County (North Central)--Bergenfield, Paramus, Dumont & New Milford Boroughs","two-parent",9,13,14,-1,-1,44,51,"0","0","0","0","0","-9","-9",1,0,0,0,30,6,50,-9,0,NA,NA,NA,"11",5762,23969,23987,0,0,15167,NA,0,0,754,"employer",0,"1",2500,"house","1",1,425,729,"1","0","0",598,0,NA,NA,NA,NA,40,8,52,"0","0","0","-9","-9","1","1","1","-9","-9",NA,3.3,8.8,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"47","2019HU0008788","00906","34",366,"New Jersey","Middlesex County (Central)--New Brunswick City, South River & Highland Park Boroughs","two-parent",15,23,-1,-1,-1,77,41,"0","0","0","0","-9","-9","-9",1,1,0,0,26,5,52,1,0,NA,0,"7:50","01",5754,26981,27000,0,0,10856,"employer",0,0,817,"employer",0,"1",1500,"apartment","3",1,340,829,"0","0","0",589,0,NA,NA,NA,NA,20,4,10,"0","0","-9","-9","-9","4","4","-9","-9","-9",NA,1.9,9.6,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"48","2019HU0009249","00902","34",38,"New Jersey","Middlesex County (Southwest)","two-parent",5,-1,-1,-1,-1,37,36,"0","0","0","-9","-9","-9","-9",0,1,0,1,40,8,52,1.5,0,NA,NA,"7:50","02",4433,18309,18327,0,0,13679,"employer",0,0,742,"employer",0,"1",5000,"house","1",1,450,741,"0","0","0",587,0,NA,NA,NA,NA,5,1,12,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,0.1,15.6,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"49","2019HU0009261","02201","34",82,"New Jersey","Gloucester County (Northeast)--Woodbury City","two-parent",1,4,-1,-1,-1,37,36,"0","1","0","0","-9","-9","-9",1,1,0,0,40,8,52,-9,0,NA,0.1,NA,"",5465,18388,18406,15871,17349,11379,"employer",0,0,812,"employer",812,"1",1500,"house","1",1,267,715,"0","0","0",614,1549,NA,NA,NA,NA,30,6,50,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,3.5,8.6,1,NA,NA,"0","0",NA,NA,NA,NA,NA
