"","SERIALNO","PUMA","ST","WGTP","state","residence","family_structure","child1_age","child2_age","child3_age","child4_age","child5_age","parent1_age","parent2_age","disability_parent1","disability_parent2","disability_child1","disability_child2","disability_child3","disability_child4","disability_child5","cs_flag","breastfeeding","nontraditionalwork","immigration","parent1_max_work","maxshiftlength_parent1","maxworkweek_parent1","backtobackshifts_parent1","weekenddaysworked","parent1_first_max","backtobackshifts_parent2","workdaystart","user_trans_type","savings","vehicle1_value","vehicle2_value","vehicle1_owed","vehicle2_owed","debt_payment","privateplan_type","hlth_amt_parent_m","hlth_amt_family_m","hlth_costs_oop_m","userplantype","disability_medical_expenses_mnth","housing_override","housing_override_amt","home_type","fuel_source","energy_cost_override","energy_cost_override_amt","food_override","trans_override","trans_override_parent1_amt","trans_override_parent2_amt","other_override","disability_personal_expenses_m","disability_flag","fosterchild_flag","noncitizen_flag","felony_conviction_flag","parent2_max_work","maxshiftlength_parent2","maxworkweek_parent2","child1_foster_status","child2_foster_status","child3_foster_status","child4_foster_status","child5_foster_status","child1_immigration_status","child2_immigration_status","child3_immigration_status","child4_immigration_status","child5_immigration_status","itin","other_parent_timeoff_for_newborn","mother_timeoff_for_newborn","state_mctr","fli","tdi","baseline","compare_flag","snap_training","fullday_prek","fullday_k","recent_tanf_exit_flag","tanfwork"
"677","2019HU0143565","02003","34",131,"New Jersey","Burlington County (South & East)","two-parent",7,7,-1,-1,-1,56,43,"0","0","0","0","-9","-9","-9",1,1,0,0,40,8,52,0.6,0,0.75,0.3,"8:40","01",4522,22684,22703,14245,15724,9294,"employer",0,0,779,"employer",0,"1",2400,"house","1",1,410,688,"0","0","0",586,0,NA,NA,NA,NA,40,8,52,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0,9.5,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"678","2019HU0143862","01901","34",90,"New Jersey","Union County (North Central)--Roselle Park Borough","two-parent",14,-1,-1,-1,-1,51,59,"1","0","0","-9","-9","-9","-9",1,1,0,0,37,7,52,0.7,0,0.42,0.5,"7:45","01",5266,24443,24462,14356,15834,15759,"employer",0,0,687,"employer",687,"1",1700,"house","1",1,194,761,"0","0","0",521,1587,NA,NA,NA,NA,37,7,52,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,0,6.4,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"679","2019HU0143948","02500","34",103,"New Jersey","Salem & Cumberland (North) Counties--Bridgeton City","two-parent",3,5,7,-1,-1,33,32,"0","0","0","0","0","-9","-9",1,0,0,0,40,8,40,0.8,0,NA,NA,"5:30","01",5111,29207,29226,0,0,13452,"employer",0,0,829,"employer",0,"1",2000,"house","1",1,332,749,"0","0","0",611,0,NA,NA,NA,NA,NA,NA,NA,"0","0","0","-9","-9","1","1","1","-9","-9",NA,1.3,7.7,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"680","2019HU0144079","02202","34",101,"New Jersey","Gloucester County (South & West)--Glassboro Borough","two-parent",14,16,-1,-1,-1,48,49,"0","0","0","0","-9","-9","-9",1,0,0,0,99,19,52,0.2,2,NA,NA,"7:5","01",3844,18431,18450,14432,15911,15173,"employer",0,0,927,"employer",0,"1",1500,"house","1",1,550,738,"0","0","0",665,0,NA,NA,NA,NA,NA,NA,NA,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,1.3,14,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"681","2019HU0144085","00308","34",74,"New Jersey","Bergen County (Central)--Ridgewood Village, Glen Rock & Westwood Boroughs","two-parent",9,12,-1,-1,-1,42,43,"0","0","0","0","-9","-9","-9",1,1,0,0,40,8,52,1.2,0,NA,NA,"9:50","02",5272,24163,24182,16569,18047,12837,"employer",0,0,694,"employer",0,"1",0,"house","1",1,225,703,"0","0","0",728,0,NA,NA,NA,NA,40,8,32,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0.4,9.3,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"682","2019HU0144350","00602","34",76,"New Jersey","Hudson County (Central)--Jersey City (South)","two-parent",14,17,-1,-1,-1,55,48,"0","0","0","0","-9","-9","-9",0,1,0,0,40,8,52,0.5,0,0,0.5,"14:50","01",4358,22962,22981,14936,16414,12367,"employer",0,0,1035,"employer",0,"1",1200,"apartment","3",1,110,603,"0","0","0",681,0,NA,NA,NA,NA,40,8,52,"0","0","-9","-9","-9","1","5","-9","-9","-9",NA,1.1,6.6,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"683","2019HU0144383","01600","34",118,"New Jersey","Sussex County","two-parent",10,13,-1,-1,-1,42,43,"0","0","0","0","-9","-9","-9",0,1,0,0,50,10,52,1.5,1.25,2.17,0.3,"7:20","01",5015,23876,23895,14343,15821,11170,"employer",0,0,916,"employer",0,"1",2200,"house","4",1,890,611,"0","0","0",607,0,NA,NA,NA,NA,60,12,52,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0.5,9,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"684","2019HU0144408","02102","34",54,"New Jersey","Camden County (Central)--Lindenwold & Collingswood Boroughs","two-parent",9,12,-1,-1,-1,47,49,"0","0","0","0","-9","-9","-9",1,1,0,0,40,8,52,0.4,0,0,0.2,"8:15","01",5852,23973,23991,14374,15853,13747,"employer",0,0,771,"employer",0,"1",2000,"house","3",1,207,848,"0","0","0",558,0,NA,NA,NA,NA,40,8,52,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0.6,7.7,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"685","2019HU0144521","00301","34",289,"New Jersey","Bergen County (South Central)--Hackensack & Englewood (West) Cities","two-parent",3,-1,-1,-1,-1,28,30,"0","0","0","-9","-9","-9","-9",0,1,0,0,40,8,52,0.2,0,0.25,1,"8:5","01",5375,28988,0,0,0,9424,"employer",0,0,571,"employer",0,"1",2000,"apartment","3",1,330,667,"0","0","0",620,0,NA,NA,NA,NA,40,8,52,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,0.3,0.6,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"686","2019HU0144537","02302","34",127,"New Jersey","Mercer County (North)--Princeton Borough","two-parent",1,-1,-1,-1,-1,32,35,"0","0","0","-9","-9","-9","-9",0,1,0,0,45,9,52,-9,0.62,NA,1.5,NA,"11",6230,18969,18988,16096,17574,10523,"employer",0,0,936,"employer",0,"1",3700,"house","1",1,721,740,"1","0","0",479,0,NA,NA,NA,NA,32,6,52,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,0.3,4.8,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"687","2019HU0144907","01002","34",110,"New Jersey","Somerset County (South)","two-parent",11,-1,-1,-1,-1,45,45,"0","0","0","-9","-9","-9","-9",1,1,0,0,45,9,52,0.3,0.62,0.08,0.4,"8:10","01",6395,25339,25357,0,0,5305,"employer",0,0,512,"employer",0,"1",500,"house","1",1,370,618,"0","0","0",593,0,NA,NA,NA,NA,35,7,52,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,1.6,8.1,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"688","2019HU0145217","01003","34",60,"New Jersey","Somerset County (Central)--North Plainfield & Somerville Boroughs","two-parent",2,-1,-1,-1,-1,32,34,"0","0","0","-9","-9","-9","-9",0,1,0,0,50,10,52,0.4,1.25,-0.33,0.8,"7:45","01",4881,22221,22240,13809,15287,13159,"employer",0,0,1147,"employer",0,"1",2000,"house","1",1,213,929,"0","0","0",658,0,NA,NA,NA,NA,50,10,52,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,1.6,9.3,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"689","2019HU0145365","02202","34",79,"New Jersey","Gloucester County (South & West)--Glassboro Borough","two-parent",8,11,-1,-1,-1,41,43,"0","0","0","0","-9","-9","-9",0,1,0,0,40,8,52,0.8,0,-0.5,1,"8:35","01",5427,13498,13517,14117,15595,16212,"employer",0,0,687,"employer",0,"1",1800,"house","1",1,360,613,"0","0","0",654,0,NA,NA,NA,NA,39,7,52,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,1.9,7.8,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"690","2019HU0145380","01902","34",48,"New Jersey","Union County (Northwest)--Summit City & Westfield Town (North)","two-parent",15,17,-1,-1,-1,48,45,"0","0","0","0","-9","-9","-9",0,1,1,0,60,12,52,0.3,2,-10.75,0.2,"0:5","01",4395,19887,19905,0,0,17778,"employer",0,0,1004,"employer",0,"1",1000,"house","4",1,259,627,"0","0","0",630,0,NA,NA,NA,NA,20,4,52,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,1.8,11,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"691","2019HU0145653","01104","34",116,"New Jersey","Monmouth County (Northeast)--Red Bank & Tinton Falls (North) Boroughs","two-parent",16,-1,-1,-1,-1,58,50,"0","0","0","-9","-9","-9","-9",1,0,0,0,40,8,52,1.9,0,NA,NA,"8:45","01",4409,18364,18383,14358,15836,14219,"employer",0,0,719,"employer",0,"1",1700,"house","1",1,163,649,"0","0","0",588,0,NA,NA,NA,NA,30,6,26,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,1.6,10.1,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"692","2019HU0145664","00102","34",24,"New Jersey","Atlantic County (Outside Somers Point City)--Pleasantville City & Hammonton Town","two-parent",17,17,20,-1,-1,46,42,"0","0","0","0","0","-9","-9",1,1,0,0,40,8,52,0,0,-0.58,0.8,"7:20","01",4641,22683,22702,0,0,7918,"employer",0,0,841,"employer",0,"1",0,"house","6",1,8,596,"0","0","0",561,0,NA,NA,NA,NA,40,8,52,"0","0","0","-9","-9","1","1","1","-9","-9",NA,0.2,8.8,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"693","2019HU0145763","02003","34",122,"New Jersey","Burlington County (South & East)","two-parent",2,5,6,-1,-1,29,31,"0","0","0","0","0","-9","-9",0,1,0,0,40,8,52,1.2,0,-2.25,0.5,"5:50","01",4942,21148,21166,14635,16114,13027,"employer",0,0,931,"employer",0,"1",2300,"house","1",1,250,604,"0","0","0",647,0,NA,NA,NA,NA,6,1,43,"0","0","0","-9","-9","1","1","1","-9","-9",NA,2.5,12.7,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"694","2019HU0145913","00302","34",173,"New Jersey","Bergen County (Southwest)--Rutherford, North Arlington & Hasbrouck Heights Boroughs","two-parent",0,-1,-1,-1,-1,36,34,"0","0","0","-9","-9","-9","-9",1,1,0,0,40,8,52,0.2,0,0.08,0.4,"7:50","01",7361,28991,29010,15580,17059,12425,"individual",0,0,1003,"employer",0,"1",1200,"apartment","1",1,30,600,"0","0","0",549,0,NA,NA,NA,NA,40,8,52,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,1.7,14.4,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"695","2019HU0146098","00303","34",60,"New Jersey","Bergen County (Southeast)--Fort Lee, Cliffside Park & Palisades Park Boroughs","two-parent",16,19,-1,-1,-1,53,47,"0","0","0","0","-9","-9","-9",0,1,0,0,40,8,52,1.2,0,NA,NA,"8:30","02",5858,24599,24617,16736,18214,11100,"employer",0,0,773,"employer",0,"1",4400,"house","1",1,217,691,"0","0","0",733,0,NA,NA,NA,NA,NA,NA,NA,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,1.9,9.9,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"696","2019HU0146215","01003","34",50,"New Jersey","Somerset County (Central)--North Plainfield & Somerville Boroughs","two-parent",3,-1,-1,-1,-1,33,33,"0","0","0","-9","-9","-9","-9",1,1,0,0,40,8,52,0.5,0,NA,NA,"8:20","01",4268,20029,20048,0,0,13962,"employer",0,0,871,"employer",0,"1",1600,"house","1",1,292,637,"0","0","0",477,0,NA,NA,NA,NA,35,7,32,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,2.2,10.7,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"697","2019HU0146445","02102","34",130,"New Jersey","Camden County (Central)--Lindenwold & Collingswood Boroughs","two-parent",2,6,-1,-1,-1,43,38,"0","0","0","0","-9","-9","-9",1,0,0,0,40,8,52,0.3,0,1.33,0.8,"8:55","01",6304,21773,21791,0,0,13737,"employer",0,0,989,"employer",0,"1",1900,"house","1",1,279,793,"0","0","0",528,0,NA,NA,NA,NA,40,8,42,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0.3,10.2,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"698","2019HU0146480","00601","34",66,"New Jersey","Hudson County (Central)--Jersey City (North)","two-parent",4,10,-1,-1,-1,40,29,"0","0","0","0","-9","-9","-9",1,1,0,0,45,9,52,0.7,0.62,-0.08,0.8,"8:30","02",4762,25776,0,14735,0,10555,"employer",0,0,759,"employer",0,"1",6800,"apartment","3",1,222,639,"0","0","0",396,0,NA,NA,NA,NA,45,9,52,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0.4,7.2,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"699","2019HU0146579","00503","34",79,"New Jersey","Passaic County (North)--Ringwood, Wanaque & Pompton Lakes Boroughs","two-parent",0,2,-1,-1,-1,31,32,"0","0","0","0","-9","-9","-9",0,1,0,0,60,12,45,0.2,2,NA,NA,"7:0","01",6641,26239,26258,15316,16794,13155,"employer",0,0,544,"employer",0,"1",2600,"house","1",1,170,662,"0","0","0",616,0,NA,NA,NA,NA,NA,NA,NA,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,1,11.6,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"700","2019HU0146601","00102","34",23,"New Jersey","Atlantic County (Outside Somers Point City)--Pleasantville City & Hammonton Town","two-parent",12,27,-1,-1,-1,42,56,"0","0","0","0","-9","-9","-9",1,1,0,0,40,8,25,-9,0,NA,1,NA,"",6381,18607,18626,12916,14394,13950,"employer",0,0,937,"employer",0,"1",2100,"house","1",1,542,712,"0","0","0",611,0,NA,NA,NA,NA,40,8,52,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,2.4,6.6,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"701","2019HU0146794","01203","34",129,"New Jersey","Ocean County (North Central)","two-parent",3,6,10,12,15,43,40,"0","0","0","0","0","0","0",0,1,0,0,40,8,52,0,0,NA,NA,"8:50","01",5129,29890,29909,13211,14689,14080,"individual",0,0,586,"employer",0,"1",3000,"house","1",1,485,623,"0","0","0",517,0,NA,NA,NA,NA,12,2,4,"0","0","0","0","0","1","1","1","1","1",NA,3.2,9.8,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"702","2019HU0146854","01001","34",106,"New Jersey","Somerset County (North & West)","two-parent",14,17,-1,-1,-1,47,46,"0","0","0","0","-9","-9","-9",1,0,0,0,40,8,52,0.2,0,-1.42,0.1,"8:5","01",5693,25578,25596,15503,16981,12888,"employer",0,0,920,"employer",0,"1",2100,"house","1",1,275,765,"0","0","0",663,0,NA,NA,NA,NA,45,9,52,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,1.1,16.6,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"703","2019HU0146879","02202","34",245,"New Jersey","Gloucester County (South & West)--Glassboro Borough","two-parent",13,18,-1,-1,-1,49,49,"0","0","0","0","-9","-9","-9",1,1,1,0,40,8,52,1,0,14.33,0.7,"21:50","01",4127,31796,31815,14813,16291,12909,"employer",0,0,700,"employer",0,"1",2400,"house","1",1,330,612,"0","0","0",570,0,NA,NA,NA,NA,36,7,52,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0,15.7,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"704","2019HU0147775","02101","34",234,"New Jersey","Camden County (North)--Camden & Gloucester Cities","two-parent",7,7,10,-1,-1,35,36,"0","0","0",NA,"0","-9","-9",1,1,0,0,40,8,52,0.5,0,-1,0.5,"7:50","01",5482,18617,18636,16359,17837,12142,"employer",0,0,740,"employer",0,"1",820,"house","1",1,430,691,"0","0","0",700,0,NA,NA,NA,NA,16,3,20,"0","0","0","-9","-9","1","1","1","-9","-9",NA,0.5,6.5,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"705","2019HU0147909","01205","34",131,"New Jersey","Ocean County (Northeast)--Point Pleasant Borough","two-parent",10,15,-1,-1,-1,46,44,"0","0","0","0","-9","-9","-9",1,1,0,0,50,10,52,0.4,1.25,-2.08,0.2,"6:25","01",5414,25103,25121,0,0,11651,"employer",0,0,870,"employer",0,"1",5100,"house","1",1,365,713,"0","0","0",472,0,NA,NA,NA,NA,40,8,40,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,1.1,7.2,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"706","2019HU0148127","02102","34",84,"New Jersey","Camden County (Central)--Lindenwold & Collingswood Boroughs","two-parent",1,-1,-1,-1,-1,34,35,"0","0","0","-9","-9","-9","-9",1,1,0,0,35,7,52,0.2,0,-0.17,0.3,"7:30","01",4626,25455,25474,0,0,5691,"employer",0,0,710,"employer",0,"1",2400,"house","1",1,307,555,"0","0","0",700,0,NA,NA,NA,NA,60,12,52,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,0,13,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"707","2019HU0148357","00101","34",179,"New Jersey","Atlantic County (East)--Atlantic City & Ventnor City","two-parent",0,4,-1,-1,-1,37,36,"0","0","0","0","-9","-9","-9",1,0,0,0,40,8,52,0.2,0,NA,NA,"8:20","01",7225,30031,30050,16464,17942,14786,"employer",0,0,725,"employer",0,"1",1200,"house","1",1,203,789,"0","0","0",520,0,NA,NA,NA,NA,15,3,20,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0.4,15.1,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"708","2019HU0148610","01501","34",77,"New Jersey","Morris County (North)--Dover Town & Kinnelon Borough","two-parent",7,-1,-1,-1,-1,43,38,"0","0","0","-9","-9","-9","-9",0,1,0,0,40,8,52,0.5,0,NA,NA,"6:20","01",5497,16744,16762,0,0,11877,"employer",0,0,1008,"employer",0,"1",2300,"house","1",1,358,608,"0","0","0",559,0,NA,NA,NA,NA,40,8,46,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,1.5,10.6,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"709","2019HU0148670","00503","34",88,"New Jersey","Passaic County (North)--Ringwood, Wanaque & Pompton Lakes Boroughs","two-parent",14,16,-1,-1,-1,44,44,"0","0","0",NA,"-9","-9","-9",1,0,0,0,40,8,52,0.5,0,1.33,0.7,"9:50","01",5992,17930,17948,13920,15398,11931,"employer",0,0,952,"employer",0,"1",2600,"house","1",1,438,560,"0","0","0",508,0,NA,NA,NA,NA,35,7,42,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,1.6,13.1,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"710","2019HU0148731","02302","34",334,"New Jersey","Mercer County (North)--Princeton Borough","two-parent",10,10,15,-1,-1,46,49,"0","0","0","0","0","-9","-9",1,1,0,0,50,10,52,0.2,1.25,0,0.2,"8:5","01",4971,16548,16567,14459,15937,14420,"employer",0,0,1019,"employer",0,"1",2100,"house","1",1,492,657,"0","0","0",544,0,NA,NA,NA,NA,50,10,52,"0","0","0","-9","-9","1","1","1","-9","-9",NA,0,12.8,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"711","2019HU0148856","00305","34",371,"New Jersey","Bergen County (East)--Tenafly, Park Ridge & Cresskill Boroughs","two-parent",6,-1,-1,-1,-1,34,37,"0","0","0","-9","-9","-9","-9",1,1,0,1,40,8,52,1.2,0,0,0.2,"8:30","01",4860,18976,18994,13805,15283,13252,"employer",0,0,804,"employer",0,"1",3100,"house","1",1,200,659,"0","0","0",478,0,NA,NA,NA,NA,40,8,52,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,1,12,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"712","2019HU0149799","00306","34",59,"New Jersey","Bergen County (Northwest)--Ramsey, Oakland & Franklin Lakes Boroughs","two-parent",12,17,-1,-1,-1,56,50,"0","0","0","0","-9","-9","-9",0,1,0,0,40,8,52,0.8,0,NA,0.8,"8:10","01",4595,21759,21778,0,0,7793,"employer",0,0,483,"employer",0,"1",3600,"house","1",1,597,686,"0","0","0",543,0,NA,NA,NA,NA,12,2,4,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,1.3,12.9,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"713","2019HU0149824","01103","34",120,"New Jersey","Monmouth County (East Central)--Long Branch, Asbury Park Cities & Eatontown Borough","two-parent",4,-1,-1,-1,-1,35,39,"0","0","0","-9","-9","-9","-9",0,1,0,0,40,8,52,0.7,0,0.67,0,"8:30","01",6615,23541,23560,14822,16301,15917,"employer",0,0,790,"employer",0,"1",1700,"apartment","1",1,172,698,"0","0","0",659,0,NA,NA,NA,NA,40,8,52,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,1.3,9.8,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"714","2019HU0149946","01501","34",109,"New Jersey","Morris County (North)--Dover Town & Kinnelon Borough","two-parent",12,20,-1,-1,-1,45,56,"0","0","0","0","-9","-9","-9",1,1,0,0,50,10,52,1.5,1.25,0.5,1.5,"7:50","02",3535,17138,17156,15060,16538,12009,"employer",0,0,735,"employer",0,"1",2500,"house","3",1,442,440,"0","0","0",502,0,NA,NA,NA,NA,40,8,42,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0.9,9.3,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"715","2019HU0150201","01104","34",62,"New Jersey","Monmouth County (Northeast)--Red Bank & Tinton Falls (North) Boroughs","two-parent",2,7,-1,-1,-1,43,39,"0","0","0","0","-9","-9","-9",1,1,0,0,40,8,52,2.3,0,-1,0.7,"8:15","02",5497,23272,0,14392,0,8761,"employer",0,0,831,"employer",0,"1",2400,"house","1",1,392,624,"0","0","0",555,0,NA,NA,NA,NA,37,7,52,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0.7,8.9,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"716","2019HU0150298","00501","34",148,"New Jersey","Passaic County (South)--Passaic & Clifton (Southeast) Cities","two-parent",11,15,-1,-1,-1,40,37,"0","0","0","0","-9","-9","-9",1,1,0,1,50,10,52,0.1,1.25,2.75,0.2,"7:50","10",6199,0,0,0,0,10758,NA,0,0,896,"employer",0,"1",810,"apartment","1",1,80,812,"1","0","0",616,0,NA,NA,NA,NA,20,4,52,"0","0","-9","-9","-9","1","5","-9","-9","-9",NA,1.2,10.2,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"717","2019HU0150387","02202","34",92,"New Jersey","Gloucester County (South & West)--Glassboro Borough","two-parent",9,12,12,-1,-1,55,49,"0","0","0","0","0","-9","-9",1,1,0,0,40,8,52,0.5,0,-3.42,0.8,"5:40","01",5441,31291,31310,0,0,8834,"employer",0,0,393,"employer",0,"1",2500,"house","1",1,132,586,"0","0","0",556,0,NA,NA,NA,NA,18,3,48,"0","0","0","-9","-9","1","1","4","-9","-9",NA,2.5,6.9,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"718","2019HU0150469","02600","34",61,"New Jersey","Cape May & Atlantic (South Central) Counties--Ocean City & Somers Point City","two-parent",17,-1,-1,-1,-1,65,67,"0","0","0","-9","-9","-9","-9",0,1,0,0,25,5,40,0,0,0,0,"8:50","10",5821,23238,23257,0,0,13357,NA,0,0,774,"employer",0,"1",4500,"house","1",1,325,643,"1","0","0",606,0,NA,NA,NA,NA,30,6,20,"0","-9","-9","-9","-9","4","-9","-9","-9","-9",NA,0.7,9.7,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"719","2019HU0150713","00602","34",294,"New Jersey","Hudson County (Central)--Jersey City (South)","two-parent",16,21,-1,-1,-1,56,51,"0","0","0","0","-9","-9","-9",1,1,0,1,40,8,52,0.4,0,NA,NA,"8:15","01",4954,15594,15613,0,0,5484,NA,0,0,810,"employer",0,"1",1500,"apartment","3",1,500,631,"0","0","0",596,0,NA,NA,NA,NA,NA,NA,NA,"0","0","-9","-9","-9","1","4","-9","-9","-9",NA,0.9,15.2,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"720","2019HU0150740","01403","34",83,"New Jersey","Essex County (Northwest)","two-parent",5,5,-1,-1,-1,36,47,"0","0","0","0","-9","-9","-9",0,1,0,0,30,6,52,0.5,0,NA,NA,"8:20","01",6866,31578,0,13939,0,9152,"employer",0,0,869,"employer",0,"1",3800,"house","3",1,750,550,"0","0","0",570,0,NA,NA,NA,NA,60,12,36,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,1.7,12.4,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"721","2019HU0150855","00501","34",141,"New Jersey","Passaic County (South)--Passaic & Clifton (Southeast) Cities","two-parent",8,11,13,15,-1,38,36,"0","0","0","0","0","0","-9",1,1,0,1,40,8,52,0.2,0,NA,NA,"6:15","01",5841,0,0,0,0,12215,NA,0,0,927,"employer",0,"1",1200,"apartment","3",1,350,837,"0","0","0",529,0,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","-9","1","1","1","1","-9",NA,1.5,6.1,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"722","2019HU0151274","02001","34",138,"New Jersey","Burlington County (North)--Burlington City","two-parent",14,18,-1,-1,-1,45,46,"0","0","0","0","-9","-9","-9",1,1,0,0,20,4,8,0.3,0,1,0.3,"9:10","01",5904,21917,21936,14043,15521,11215,"individual",0,0,535,"employer",0,"1",2200,"house","1",1,388,688,"0","0","0",621,0,NA,NA,NA,NA,35,7,20,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0,12.4,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"723","2019HU0151408","00305","34",378,"New Jersey","Bergen County (East)--Tenafly, Park Ridge & Cresskill Boroughs","two-parent",16,-1,-1,-1,-1,50,53,"0","0",NA,"-9","-9","-9","-9",1,1,0,0,50,10,52,-9,1.25,NA,NA,NA,"11",5944,22874,22892,0,0,8557,"employer",0,0,918,"employer",0,"1",3600,"house","1",1,422,671,"1","0","0",536,0,NA,NA,NA,NA,NA,NA,NA,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,0.6,10.7,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"724","2019HU0151436","01600","34",51,"New Jersey","Sussex County","two-parent",6,-1,-1,-1,-1,38,39,"0","0","0","-9","-9","-9","-9",0,0,0,0,45,9,52,1,0.62,-1,0.5,"6:50","01",6384,27794,27813,15618,17096,17296,"employer",0,0,828,"employer",0,"1",1500,"house","4",1,222,581,"0","0","0",638,0,NA,NA,NA,NA,23,4,52,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,1.9,10.9,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"725","2019HU0151751","01503","34",79,"New Jersey","Morris County (East)--Lincoln Park Borough","two-parent",5,-1,-1,-1,-1,40,40,"0","0","0","-9","-9","-9","-9",0,1,0,1,60,12,52,0.3,2,NA,NA,"7:20","01",6459,17350,17369,13563,15041,4163,"employer",0,0,736,"employer",0,"1",2800,"house","1",1,189,678,"0","0","0",570,0,NA,NA,NA,NA,80,16,27,"0","-9","-9","-9","-9","5","-9","-9","-9","-9",NA,1.6,9.4,1,NA,NA,"0","0",NA,NA,NA,NA,NA
