state,year,ccdf_type,ccdf_region,ccdf_time,age_min,age_max,spr
NJ,2021,licensed_center,2,partime_special_unsub,0,1.4,209.4
NJ,2021,accredited_center,2,Unsubsidized,0,1.4,366.45
NJ,2021,accredited_center,2,parttime_unsub,0,1.4,183.22
NJ,2021,accredited_center,2,fulltime_special_unsub,0,1.4,439.74
NJ,2021,accredited_center,2,partime_special_unsub,0,1.4,219.87
NJ,2021,registered_home,2,Unsubsidized,0,1.4,228.39
NJ,2021,registered_home,2,parttime_unsub,0,1.4,114.19
NJ,2021,registered_home,2,fulltime_special_unsub,0,1.4,277.37
NJ,2021,registered_home,2,partime_special_unsub,0,1.4,138.69
NJ,2021,accredited_home,2,Unsubsidized,0,1.4,239.61
NJ,2021,accredited_home,2,parttime_unsub,0,1.4,119.8
NJ,2021,accredited_home,2,fulltime_special_unsub,0,1.4,291.83
NJ,2021,accredited_home,2,partime_special_unsub,0,1.4,145.92
NJ,2021,approved_home,2,Unsubsidized,0,1.4,137.51
NJ,2021,approved_home,2,parttime_unsub,0,1.4,68.75
NJ,2021,approved_home,2,fulltime_special_unsub,0,1.4,166.13
NJ,2021,approved_home,2,partime_special_unsub,0,1.4,83.06
NJ,2021,licensed_center,3,Unsubsidized,0,1.4,306.25
NJ,2021,licensed_center,3,parttime_unsub,0,1.4,153.13
NJ,2021,licensed_center,3,fulltime_special_unsub,0,1.4,367.5
NJ,2021,licensed_center,3,partime_special_unsub,0,1.4,183.75
NJ,2021,accredited_center,3,Unsubsidized,0,1.4,321.56
NJ,2021,accredited_center,3,parttime_unsub,0,1.4,160.78
NJ,2021,accredited_center,3,fulltime_special_unsub,0,1.4,385.88
NJ,2021,accredited_center,3,partime_special_unsub,0,1.4,192.94
NJ,2021,registered_home,3,Unsubsidized,0,1.4,200.41
NJ,2021,registered_home,3,parttime_unsub,0,1.4,100.21
NJ,2021,registered_home,3,fulltime_special_unsub,0,1.4,243.4
NJ,2021,registered_home,3,partime_special_unsub,0,1.4,121.7
NJ,2021,accredited_home,3,Unsubsidized,0,1.4,210.26
NJ,2021,accredited_home,3,parttime_unsub,0,1.4,105.13
NJ,2021,accredited_home,3,fulltime_special_unsub,0,1.4,256.09
NJ,2021,accredited_home,3,partime_special_unsub,0,1.4,128.04
NJ,2021,approved_home,3,Unsubsidized,0,1.4,120.66
NJ,2021,approved_home,3,parttime_unsub,0,1.4,60.33
NJ,2021,approved_home,3,fulltime_special_unsub,0,1.4,145.78
NJ,2021,approved_home,3,partime_special_unsub,0,1.4,72.89
NJ,2021,licensed_center,4,Unsubsidized,0,1.4,280
NJ,2021,licensed_center,4,parttime_unsub,0,1.4,140
NJ,2021,licensed_center,4,fulltime_special_unsub,0,1.4,336
NJ,2021,licensed_center,4,partime_special_unsub,0,1.4,168
NJ,2021,accredited_center,4,Unsubsidized,0,1.4,294
NJ,2021,accredited_center,4,parttime_unsub,0,1.4,147
NJ,2021,accredited_center,4,fulltime_special_unsub,0,1.4,352.8
NJ,2021,accredited_center,4,partime_special_unsub,0,1.4,176.4
NJ,2021,registered_home,4,Unsubsidized,0,1.4,183.23
NJ,2021,registered_home,4,parttime_unsub,0,1.4,91.62
NJ,2021,registered_home,4,fulltime_special_unsub,0,1.4,222.53
NJ,2021,registered_home,4,partime_special_unsub,0,1.4,111.27
NJ,2021,accredited_home,4,Unsubsidized,0,1.4,192.23
NJ,2021,accredited_home,4,parttime_unsub,0,1.4,96.12
NJ,2021,accredited_home,4,fulltime_special_unsub,0,1.4,234.14
NJ,2021,accredited_home,4,partime_special_unsub,0,1.4,117.07
NJ,2021,approved_home,4,Unsubsidized,0,1.4,110.32
NJ,2021,approved_home,4,parttime_unsub,0,1.4,55.16
NJ,2021,approved_home,4,fulltime_special_unsub,0,1.4,133.28
NJ,2021,approved_home,4,partime_special_unsub,0,1.4,66.64
NJ,2021,licensed_center,5,Unsubsidized,0,1.4,220
NJ,2021,licensed_center,5,parttime_unsub,0,1.4,110
NJ,2021,licensed_center,5,fulltime_special_unsub,0,1.4,264
NJ,2021,licensed_center,5,partime_special_unsub,0,1.4,132
NJ,2021,accredited_center,5,Unsubsidized,0,1.4,231
NJ,2021,accredited_center,5,parttime_unsub,0,1.4,115.5
NJ,2021,accredited_center,5,fulltime_special_unsub,0,1.4,277.2
NJ,2021,accredited_center,5,partime_special_unsub,0,1.4,138.6
NJ,2021,registered_home,5,Unsubsidized,0,1.4,143.97
NJ,2021,registered_home,5,parttime_unsub,0,1.4,71.99
NJ,2021,registered_home,5,fulltime_special_unsub,0,1.4,174.85
NJ,2021,registered_home,5,partime_special_unsub,0,1.4,87.42
NJ,2021,accredited_home,5,Unsubsidized,0,1.4,151.04
NJ,2021,accredited_home,5,parttime_unsub,0,1.4,75.52
NJ,2021,accredited_home,5,fulltime_special_unsub,0,1.4,183.96
NJ,2021,accredited_home,5,partime_special_unsub,0,1.4,91.98
NJ,2021,approved_home,5,Unsubsidized,0,1.4,86.68
NJ,2021,approved_home,5,parttime_unsub,0,1.4,43.34
NJ,2021,approved_home,5,fulltime_special_unsub,0,1.4,104.72
NJ,2021,approved_home,5,partime_special_unsub,0,1.4,52.36
NJ,2021,licensed_center,6,Unsubsidized,0,1.4,225
NJ,2021,licensed_center,6,parttime_unsub,0,1.4,112.5
NJ,2021,licensed_center,6,fulltime_special_unsub,0,1.4,270
NJ,2021,licensed_center,6,partime_special_unsub,0,1.4,135
NJ,2021,accredited_center,6,Unsubsidized,0,1.4,236.25
NJ,2021,accredited_center,6,parttime_unsub,0,1.4,118.12
NJ,2021,accredited_center,6,fulltime_special_unsub,0,1.4,283.5
NJ,2021,accredited_center,6,partime_special_unsub,0,1.4,141.75
NJ,2021,registered_home,6,Unsubsidized,0,1.4,147.24
NJ,2021,registered_home,6,parttime_unsub,0,1.4,73.62
NJ,2021,registered_home,6,fulltime_special_unsub,0,1.4,178.82
NJ,2021,registered_home,6,partime_special_unsub,0,1.4,89.41
NJ,2021,accredited_home,6,Unsubsidized,0,1.4,154.47
NJ,2021,accredited_home,6,parttime_unsub,0,1.4,77.24
NJ,2021,accredited_home,6,fulltime_special_unsub,0,1.4,188.15
NJ,2021,accredited_home,6,partime_special_unsub,0,1.4,94.07
NJ,2021,approved_home,6,Unsubsidized,0,1.4,88.65
NJ,2021,approved_home,6,parttime_unsub,0,1.4,44.33
NJ,2021,approved_home,6,fulltime_special_unsub,0,1.4,107.1
NJ,2021,approved_home,6,partime_special_unsub,0,1.4,53.55
NJ,2021,licensed_center,7,Unsubsidized,0,1.4,250
NJ,2021,licensed_center,7,parttime_unsub,0,1.4,125
NJ,2021,licensed_center,7,fulltime_special_unsub,0,1.4,300
NJ,2021,licensed_center,7,partime_special_unsub,0,1.4,150
NJ,2021,accredited_center,7,Unsubsidized,0,1.4,262.5
NJ,2021,accredited_center,7,parttime_unsub,0,1.4,131.25
NJ,2021,accredited_center,7,fulltime_special_unsub,0,1.4,315
NJ,2021,accredited_center,7,partime_special_unsub,0,1.4,157.5
NJ,2021,registered_home,7,Unsubsidized,0,1.4,163.6
NJ,2021,registered_home,7,parttime_unsub,0,1.4,81.8
NJ,2021,registered_home,7,fulltime_special_unsub,0,1.4,198.69
NJ,2021,registered_home,7,partime_special_unsub,0,1.4,99.35
NJ,2021,accredited_home,7,Unsubsidized,0,1.4,171.64
NJ,2021,accredited_home,7,parttime_unsub,0,1.4,85.82
NJ,2021,accredited_home,7,fulltime_special_unsub,0,1.4,209.05
NJ,2021,accredited_home,7,partime_special_unsub,0,1.4,104.53
NJ,2021,approved_home,7,Unsubsidized,0,1.4,98.5
NJ,2021,approved_home,7,parttime_unsub,0,1.4,49.25
NJ,2021,approved_home,7,fulltime_special_unsub,0,1.4,119
NJ,2021,approved_home,7,partime_special_unsub,0,1.4,59.5
NJ,2021,licensed_center,8,Unsubsidized,0,1.4,290
NJ,2021,licensed_center,8,parttime_unsub,0,1.4,145
NJ,2021,licensed_center,8,fulltime_special_unsub,0,1.4,348
NJ,2021,licensed_center,8,partime_special_unsub,0,1.4,174
NJ,2021,accredited_center,8,Unsubsidized,0,1.4,304.5
NJ,2021,accredited_center,8,parttime_unsub,0,1.4,152.25
NJ,2021,accredited_center,8,fulltime_special_unsub,0,1.4,365.4
NJ,2021,accredited_center,8,partime_special_unsub,0,1.4,182.7
NJ,2021,registered_home,8,Unsubsidized,0,1.4,189.78
NJ,2021,registered_home,8,parttime_unsub,0,1.4,94.89
NJ,2021,registered_home,8,fulltime_special_unsub,0,1.4,230.48
NJ,2021,registered_home,8,partime_special_unsub,0,1.4,115.24
NJ,2021,accredited_home,8,Unsubsidized,0,1.4,199.1
NJ,2021,accredited_home,8,parttime_unsub,0,1.4,99.55
NJ,2021,accredited_home,8,fulltime_special_unsub,0,1.4,242.5
NJ,2021,accredited_home,8,partime_special_unsub,0,1.4,121.25
NJ,2021,approved_home,8,Unsubsidized,0,1.4,114.26
NJ,2021,approved_home,8,parttime_unsub,0,1.4,57.13
NJ,2021,approved_home,8,fulltime_special_unsub,0,1.4,138.04
NJ,2021,approved_home,8,partime_special_unsub,0,1.4,69.02
NJ,2021,licensed_center,9,Unsubsidized,0,1.4,225
NJ,2021,licensed_center,9,parttime_unsub,0,1.4,112.5
NJ,2021,licensed_center,9,fulltime_special_unsub,0,1.4,270
NJ,2021,licensed_center,9,partime_special_unsub,0,1.4,135
NJ,2021,accredited_center,9,Unsubsidized,0,1.4,236.25
NJ,2021,accredited_center,9,parttime_unsub,0,1.4,118.12
NJ,2021,accredited_center,9,fulltime_special_unsub,0,1.4,283.5
NJ,2021,accredited_center,9,partime_special_unsub,0,1.4,141.75
NJ,2021,registered_home,9,Unsubsidized,0,1.4,147.24
NJ,2021,registered_home,9,parttime_unsub,0,1.4,73.62
NJ,2021,registered_home,9,fulltime_special_unsub,0,1.4,178.82
NJ,2021,registered_home,9,partime_special_unsub,0,1.4,89.41
NJ,2021,accredited_home,9,Unsubsidized,0,1.4,154.47
NJ,2021,accredited_home,9,parttime_unsub,0,1.4,77.24
NJ,2021,accredited_home,9,fulltime_special_unsub,0,1.4,188.15
NJ,2021,accredited_home,9,partime_special_unsub,0,1.4,94.07
NJ,2021,approved_home,9,Unsubsidized,0,1.4,88.65
NJ,2021,approved_home,9,parttime_unsub,0,1.4,44.33
NJ,2021,approved_home,9,fulltime_special_unsub,0,1.4,107.1
NJ,2021,approved_home,9,partime_special_unsub,0,1.4,53.55
NJ,2021,licensed_center,10,Unsubsidized,0,1.4,344
NJ,2021,licensed_center,10,parttime_unsub,0,1.4,172
NJ,2021,licensed_center,10,fulltime_special_unsub,0,1.4,412.8
NJ,2021,licensed_center,10,partime_special_unsub,0,1.4,206.4
NJ,2021,accredited_center,10,Unsubsidized,0,1.4,361.2
NJ,2021,accredited_center,10,parttime_unsub,0,1.4,180.6
NJ,2021,accredited_center,10,fulltime_special_unsub,0,1.4,433.44
NJ,2021,accredited_center,10,partime_special_unsub,0,1.4,216.72
NJ,2021,registered_home,10,Unsubsidized,0,1.4,225.12
NJ,2021,registered_home,10,parttime_unsub,0,1.4,112.56
NJ,2021,registered_home,10,fulltime_special_unsub,0,1.4,273.4
NJ,2021,registered_home,10,partime_special_unsub,0,1.4,136.7
NJ,2021,accredited_home,10,Unsubsidized,0,1.4,236.17
NJ,2021,accredited_home,10,parttime_unsub,0,1.4,118.09
NJ,2021,accredited_home,10,fulltime_special_unsub,0,1.4,287.65
NJ,2021,accredited_home,10,partime_special_unsub,0,1.4,143.83
NJ,2021,approved_home,10,Unsubsidized,0,1.4,135.54
NJ,2021,approved_home,10,parttime_unsub,0,1.4,67.77
NJ,2021,approved_home,10,fulltime_special_unsub,0,1.4,163.75
NJ,2021,approved_home,10,partime_special_unsub,0,1.4,81.87
NJ,2021,licensed_center,11,Unsubsidized,0,1.4,350
NJ,2021,licensed_center,11,parttime_unsub,0,1.4,175
NJ,2021,licensed_center,11,fulltime_special_unsub,0,1.4,420
NJ,2021,licensed_center,11,partime_special_unsub,0,1.4,210
NJ,2021,accredited_center,11,Unsubsidized,0,1.4,367.5
NJ,2021,accredited_center,11,parttime_unsub,0,1.4,183.75
NJ,2021,accredited_center,11,fulltime_special_unsub,0,1.4,441
NJ,2021,accredited_center,11,partime_special_unsub,0,1.4,220.5
NJ,2021,registered_home,11,Unsubsidized,0,1.4,229.04
NJ,2021,registered_home,11,parttime_unsub,0,1.4,114.52
NJ,2021,registered_home,11,fulltime_special_unsub,0,1.4,278.17
NJ,2021,registered_home,11,partime_special_unsub,0,1.4,139.08
NJ,2021,accredited_home,11,Unsubsidized,0,1.4,240.29
NJ,2021,accredited_home,11,parttime_unsub,0,1.4,120.15
NJ,2021,accredited_home,11,fulltime_special_unsub,0,1.4,292.67
NJ,2021,accredited_home,11,partime_special_unsub,0,1.4,146.34
NJ,2021,approved_home,11,Unsubsidized,0,1.4,137.9
NJ,2021,approved_home,11,parttime_unsub,0,1.4,68.95
NJ,2021,approved_home,11,fulltime_special_unsub,0,1.4,166.61
NJ,2021,approved_home,11,partime_special_unsub,0,1.4,83.3
NJ,2021,licensed_center,12,Unsubsidized,0,1.4,310
NJ,2021,licensed_center,12,parttime_unsub,0,1.4,155
NJ,2021,licensed_center,12,fulltime_special_unsub,0,1.4,372
NJ,2021,licensed_center,12,partime_special_unsub,0,1.4,186
NJ,2021,accredited_center,12,Unsubsidized,0,1.4,325.5
NJ,2021,accredited_center,12,parttime_unsub,0,1.4,162.75
NJ,2021,accredited_center,12,fulltime_special_unsub,0,1.4,390.6
NJ,2021,accredited_center,12,partime_special_unsub,0,1.4,195.3
NJ,2021,registered_home,12,Unsubsidized,0,1.4,202.87
NJ,2021,registered_home,12,parttime_unsub,0,1.4,101.43
NJ,2021,registered_home,12,fulltime_special_unsub,0,1.4,246.38
NJ,2021,registered_home,12,partime_special_unsub,0,1.4,123.19
NJ,2021,accredited_home,12,Unsubsidized,0,1.4,212.83
NJ,2021,accredited_home,12,parttime_unsub,0,1.4,106.42
NJ,2021,accredited_home,12,fulltime_special_unsub,0,1.4,259.22
NJ,2021,accredited_home,12,partime_special_unsub,0,1.4,129.61
NJ,2021,approved_home,12,Unsubsidized,0,1.4,122.14
NJ,2021,approved_home,12,parttime_unsub,0,1.4,61.07
NJ,2021,approved_home,12,fulltime_special_unsub,0,1.4,147.57
NJ,2021,approved_home,12,partime_special_unsub,0,1.4,73.78
NJ,2021,licensed_center,13,Unsubsidized,0,1.4,312.25
NJ,2021,licensed_center,13,parttime_unsub,0,1.4,156.13
NJ,2021,licensed_center,13,fulltime_special_unsub,0,1.4,374.7
NJ,2021,licensed_center,13,partime_special_unsub,0,1.4,187.35
NJ,2021,accredited_center,13,Unsubsidized,0,1.4,327.86
NJ,2021,accredited_center,13,parttime_unsub,0,1.4,163.93
NJ,2021,accredited_center,13,fulltime_special_unsub,0,1.4,393.44
NJ,2021,accredited_center,13,partime_special_unsub,0,1.4,196.72
NJ,2021,registered_home,13,Unsubsidized,0,1.4,204.34
NJ,2021,registered_home,13,parttime_unsub,0,1.4,102.17
NJ,2021,registered_home,13,fulltime_special_unsub,0,1.4,248.17
NJ,2021,registered_home,13,partime_special_unsub,0,1.4,124.08
NJ,2021,accredited_home,13,Unsubsidized,0,1.4,214.38
NJ,2021,accredited_home,13,parttime_unsub,0,1.4,107.19
NJ,2021,accredited_home,13,fulltime_special_unsub,0,1.4,261.1
NJ,2021,accredited_home,13,partime_special_unsub,0,1.4,130.55
NJ,2021,approved_home,13,Unsubsidized,0,1.4,123.03
NJ,2021,approved_home,13,parttime_unsub,0,1.4,61.51
NJ,2021,approved_home,13,fulltime_special_unsub,0,1.4,148.64
NJ,2021,approved_home,13,partime_special_unsub,0,1.4,74.32
NJ,2021,licensed_center,14,Unsubsidized,0,1.4,342
NJ,2021,licensed_center,14,parttime_unsub,0,1.4,171
NJ,2021,licensed_center,14,fulltime_special_unsub,0,1.4,410.4
NJ,2021,licensed_center,14,partime_special_unsub,0,1.4,205.2
NJ,2021,accredited_center,14,Unsubsidized,0,1.4,359.1
NJ,2021,accredited_center,14,parttime_unsub,0,1.4,179.55
NJ,2021,accredited_center,14,fulltime_special_unsub,0,1.4,430.92
NJ,2021,accredited_center,14,partime_special_unsub,0,1.4,215.46
NJ,2021,registered_home,14,Unsubsidized,0,1.4,223.81
NJ,2021,registered_home,14,parttime_unsub,0,1.4,111.9
NJ,2021,registered_home,14,fulltime_special_unsub,0,1.4,271.81
NJ,2021,registered_home,14,partime_special_unsub,0,1.4,135.91
NJ,2021,accredited_home,14,Unsubsidized,0,1.4,234.8
NJ,2021,accredited_home,14,parttime_unsub,0,1.4,117.4
NJ,2021,accredited_home,14,fulltime_special_unsub,0,1.4,285.98
NJ,2021,accredited_home,14,partime_special_unsub,0,1.4,142.99
NJ,2021,approved_home,14,Unsubsidized,0,1.4,134.75
NJ,2021,approved_home,14,parttime_unsub,0,1.4,67.37
NJ,2021,approved_home,14,fulltime_special_unsub,0,1.4,162.8
NJ,2021,approved_home,14,partime_special_unsub,0,1.4,81.4
NJ,2021,licensed_center,15,Unsubsidized,0,1.4,250
NJ,2021,licensed_center,15,parttime_unsub,0,1.4,125
NJ,2021,licensed_center,15,fulltime_special_unsub,0,1.4,300
NJ,2021,licensed_center,15,partime_special_unsub,0,1.4,150
NJ,2021,accredited_center,15,Unsubsidized,0,1.4,262.5
NJ,2021,accredited_center,15,parttime_unsub,0,1.4,131.25
NJ,2021,accredited_center,15,fulltime_special_unsub,0,1.4,315
NJ,2021,accredited_center,15,partime_special_unsub,0,1.4,157.5
NJ,2021,registered_home,15,Unsubsidized,0,1.4,163.6
NJ,2021,registered_home,15,parttime_unsub,0,1.4,81.8
NJ,2021,registered_home,15,fulltime_special_unsub,0,1.4,198.69
NJ,2021,registered_home,15,partime_special_unsub,0,1.4,99.35
NJ,2021,accredited_home,15,Unsubsidized,0,1.4,171.64
NJ,2021,accredited_home,15,parttime_unsub,0,1.4,85.82
NJ,2021,accredited_home,15,fulltime_special_unsub,0,1.4,209.05
NJ,2021,accredited_home,15,partime_special_unsub,0,1.4,104.53
NJ,2021,approved_home,15,Unsubsidized,0,1.4,98.5
NJ,2021,approved_home,15,parttime_unsub,0,1.4,49.25
NJ,2021,approved_home,15,fulltime_special_unsub,0,1.4,119
NJ,2021,approved_home,15,partime_special_unsub,0,1.4,59.5
NJ,2021,licensed_center,16,Unsubsidized,0,1.4,250
NJ,2021,licensed_center,16,parttime_unsub,0,1.4,125
NJ,2021,licensed_center,16,fulltime_special_unsub,0,1.4,300
NJ,2021,licensed_center,16,partime_special_unsub,0,1.4,150
NJ,2021,accredited_center,16,Unsubsidized,0,1.4,262.5
NJ,2021,accredited_center,16,parttime_unsub,0,1.4,131.25
NJ,2021,accredited_center,16,fulltime_special_unsub,0,1.4,315
NJ,2021,accredited_center,16,partime_special_unsub,0,1.4,157.5
NJ,2021,registered_home,16,Unsubsidized,0,1.4,163.6
NJ,2021,registered_home,16,parttime_unsub,0,1.4,81.8
NJ,2021,registered_home,16,fulltime_special_unsub,0,1.4,198.69
NJ,2021,registered_home,16,partime_special_unsub,0,1.4,99.35
NJ,2021,accredited_home,16,Unsubsidized,0,1.4,171.64
NJ,2021,accredited_home,16,parttime_unsub,0,1.4,85.82
NJ,2021,accredited_home,16,fulltime_special_unsub,0,1.4,209.05
NJ,2021,accredited_home,16,partime_special_unsub,0,1.4,104.53
NJ,2021,approved_home,16,Unsubsidized,0,1.4,98.5
NJ,2021,approved_home,16,parttime_unsub,0,1.4,49.25
NJ,2021,approved_home,16,fulltime_special_unsub,0,1.4,119
NJ,2021,approved_home,16,partime_special_unsub,0,1.4,59.5
NJ,2021,licensed_center,17,Unsubsidized,0,1.4,230
NJ,2021,licensed_center,17,parttime_unsub,0,1.4,115
NJ,2021,licensed_center,17,fulltime_special_unsub,0,1.4,276
NJ,2021,licensed_center,17,partime_special_unsub,0,1.4,138
NJ,2021,accredited_center,17,Unsubsidized,0,1.4,241.5
NJ,2021,accredited_center,17,parttime_unsub,0,1.4,120.75
NJ,2021,accredited_center,17,fulltime_special_unsub,0,1.4,289.8
NJ,2021,accredited_center,17,partime_special_unsub,0,1.4,144.9
NJ,2021,registered_home,17,Unsubsidized,0,1.4,150.51
NJ,2021,registered_home,17,parttime_unsub,0,1.4,75.26
NJ,2021,registered_home,17,fulltime_special_unsub,0,1.4,182.8
NJ,2021,registered_home,17,partime_special_unsub,0,1.4,91.4
NJ,2021,accredited_home,17,Unsubsidized,0,1.4,157.91
NJ,2021,accredited_home,17,parttime_unsub,0,1.4,78.95
NJ,2021,accredited_home,17,fulltime_special_unsub,0,1.4,192.33
NJ,2021,accredited_home,17,partime_special_unsub,0,1.4,96.16
NJ,2021,approved_home,17,Unsubsidized,0,1.4,90.62
NJ,2021,approved_home,17,parttime_unsub,0,1.4,45.31
NJ,2021,approved_home,17,fulltime_special_unsub,0,1.4,109.48
NJ,2021,approved_home,17,partime_special_unsub,0,1.4,54.74
NJ,2021,licensed_center,18,Unsubsidized,0,1.4,320
NJ,2021,licensed_center,18,parttime_unsub,0,1.4,160
NJ,2021,licensed_center,18,fulltime_special_unsub,0,1.4,384
NJ,2021,licensed_center,18,partime_special_unsub,0,1.4,192
NJ,2021,accredited_center,18,Unsubsidized,0,1.4,336
NJ,2021,accredited_center,18,parttime_unsub,0,1.4,168
