state,year,ccdf_type,ccdf_region,ccdf_time,age_min,age_max,spr
NJ,2021,registered_home,16,Unsubsidized,1.5,2.4,177.27
NJ,2021,registered_home,16,parttime_unsub,1.5,2.4,88.64
NJ,2021,registered_home,16,fulltime_special_unsub,1.5,2.4,215.29
NJ,2021,registered_home,16,partime_special_unsub,1.5,2.4,107.65
NJ,2021,accredited_home,16,Unsubsidized,1.5,2.4,185.98
NJ,2021,accredited_home,16,parttime_unsub,1.5,2.4,92.99
NJ,2021,accredited_home,16,fulltime_special_unsub,1.5,2.4,226.52
NJ,2021,accredited_home,16,partime_special_unsub,1.5,2.4,113.26
NJ,2021,approved_home,16,Unsubsidized,1.5,2.4,106.73
NJ,2021,approved_home,16,parttime_unsub,1.5,2.4,53.37
NJ,2021,approved_home,16,fulltime_special_unsub,1.5,2.4,128.95
NJ,2021,approved_home,16,partime_special_unsub,1.5,2.4,64.47
NJ,2021,licensed_center,17,Unsubsidized,1.5,2.4,215
NJ,2021,licensed_center,17,parttime_unsub,1.5,2.4,107.5
NJ,2021,licensed_center,17,fulltime_special_unsub,1.5,2.4,258
NJ,2021,licensed_center,17,partime_special_unsub,1.5,2.4,129
NJ,2021,accredited_center,17,Unsubsidized,1.5,2.4,225.75
NJ,2021,accredited_center,17,parttime_unsub,1.5,2.4,112.88
NJ,2021,accredited_center,17,fulltime_special_unsub,1.5,2.4,270.9
NJ,2021,accredited_center,17,partime_special_unsub,1.5,2.4,135.45
NJ,2021,registered_home,17,Unsubsidized,1.5,2.4,169.39
NJ,2021,registered_home,17,parttime_unsub,1.5,2.4,84.7
NJ,2021,registered_home,17,fulltime_special_unsub,1.5,2.4,205.73
NJ,2021,registered_home,17,partime_special_unsub,1.5,2.4,102.86
NJ,2021,accredited_home,17,Unsubsidized,1.5,2.4,177.71
NJ,2021,accredited_home,17,parttime_unsub,1.5,2.4,88.86
NJ,2021,accredited_home,17,fulltime_special_unsub,1.5,2.4,216.45
NJ,2021,accredited_home,17,partime_special_unsub,1.5,2.4,108.23
NJ,2021,approved_home,17,Unsubsidized,1.5,2.4,101.99
NJ,2021,approved_home,17,parttime_unsub,1.5,2.4,50.99
NJ,2021,approved_home,17,fulltime_special_unsub,1.5,2.4,123.22
NJ,2021,approved_home,17,partime_special_unsub,1.5,2.4,61.61
NJ,2021,licensed_center,18,Unsubsidized,1.5,2.4,307
NJ,2021,licensed_center,18,parttime_unsub,1.5,2.4,153.5
NJ,2021,licensed_center,18,fulltime_special_unsub,1.5,2.4,368.4
NJ,2021,licensed_center,18,partime_special_unsub,1.5,2.4,184.2
NJ,2021,accredited_center,18,Unsubsidized,1.5,2.4,322.35
NJ,2021,accredited_center,18,parttime_unsub,1.5,2.4,161.18
NJ,2021,accredited_center,18,fulltime_special_unsub,1.5,2.4,386.82
NJ,2021,accredited_center,18,partime_special_unsub,1.5,2.4,193.41
NJ,2021,registered_home,18,Unsubsidized,1.5,2.4,241.88
NJ,2021,registered_home,18,parttime_unsub,1.5,2.4,120.94
NJ,2021,registered_home,18,fulltime_special_unsub,1.5,2.4,293.76
NJ,2021,registered_home,18,partime_special_unsub,1.5,2.4,146.88
NJ,2021,accredited_home,18,Unsubsidized,1.5,2.4,253.76
NJ,2021,accredited_home,18,parttime_unsub,1.5,2.4,126.88
NJ,2021,accredited_home,18,fulltime_special_unsub,1.5,2.4,309.07
NJ,2021,accredited_home,18,partime_special_unsub,1.5,2.4,154.54
NJ,2021,approved_home,18,Unsubsidized,1.5,2.4,145.63
NJ,2021,approved_home,18,parttime_unsub,1.5,2.4,72.81
NJ,2021,approved_home,18,fulltime_special_unsub,1.5,2.4,175.94
NJ,2021,approved_home,18,partime_special_unsub,1.5,2.4,87.97
NJ,2021,licensed_center,19,Unsubsidized,1.5,2.4,220
NJ,2021,licensed_center,19,parttime_unsub,1.5,2.4,110
NJ,2021,licensed_center,19,fulltime_special_unsub,1.5,2.4,264
NJ,2021,licensed_center,19,partime_special_unsub,1.5,2.4,132
NJ,2021,accredited_center,19,Unsubsidized,1.5,2.4,231
NJ,2021,accredited_center,19,parttime_unsub,1.5,2.4,115.5
NJ,2021,accredited_center,19,fulltime_special_unsub,1.5,2.4,277.2
NJ,2021,accredited_center,19,partime_special_unsub,1.5,2.4,138.6
NJ,2021,registered_home,19,Unsubsidized,1.5,2.4,173.33
NJ,2021,registered_home,19,parttime_unsub,1.5,2.4,86.67
NJ,2021,registered_home,19,fulltime_special_unsub,1.5,2.4,210.51
NJ,2021,registered_home,19,partime_special_unsub,1.5,2.4,105.25
NJ,2021,accredited_home,19,Unsubsidized,1.5,2.4,181.85
NJ,2021,accredited_home,19,parttime_unsub,1.5,2.4,90.92
NJ,2021,accredited_home,19,fulltime_special_unsub,1.5,2.4,221.48
NJ,2021,accredited_home,19,partime_special_unsub,1.5,2.4,110.74
NJ,2021,approved_home,19,Unsubsidized,1.5,2.4,104.36
NJ,2021,approved_home,19,parttime_unsub,1.5,2.4,52.18
NJ,2021,approved_home,19,fulltime_special_unsub,1.5,2.4,126.08
NJ,2021,approved_home,19,partime_special_unsub,1.5,2.4,63.04
NJ,2021,licensed_center,20,Unsubsidized,1.5,2.4,355
NJ,2021,licensed_center,20,parttime_unsub,1.5,2.4,177.5
NJ,2021,licensed_center,20,fulltime_special_unsub,1.5,2.4,426
NJ,2021,licensed_center,20,partime_special_unsub,1.5,2.4,213
NJ,2021,accredited_center,20,Unsubsidized,1.5,2.4,372.75
NJ,2021,accredited_center,20,parttime_unsub,1.5,2.4,186.38
NJ,2021,accredited_center,20,fulltime_special_unsub,1.5,2.4,447.3
NJ,2021,accredited_center,20,partime_special_unsub,1.5,2.4,223.65
NJ,2021,registered_home,20,Unsubsidized,1.5,2.4,279.7
NJ,2021,registered_home,20,parttime_unsub,1.5,2.4,139.85
NJ,2021,registered_home,20,fulltime_special_unsub,1.5,2.4,339.69
NJ,2021,registered_home,20,partime_special_unsub,1.5,2.4,169.84
NJ,2021,accredited_home,20,Unsubsidized,1.5,2.4,293.43
NJ,2021,accredited_home,20,parttime_unsub,1.5,2.4,146.72
NJ,2021,accredited_home,20,fulltime_special_unsub,1.5,2.4,357.4
NJ,2021,accredited_home,20,partime_special_unsub,1.5,2.4,178.7
NJ,2021,approved_home,20,Unsubsidized,1.5,2.4,168.4
NJ,2021,approved_home,20,parttime_unsub,1.5,2.4,84.2
NJ,2021,approved_home,20,fulltime_special_unsub,1.5,2.4,203.45
NJ,2021,approved_home,20,partime_special_unsub,1.5,2.4,101.73
NJ,2021,licensed_center,21,Unsubsidized,1.5,2.4,245
NJ,2021,licensed_center,21,parttime_unsub,1.5,2.4,122.5
NJ,2021,licensed_center,21,fulltime_special_unsub,1.5,2.4,294
NJ,2021,licensed_center,21,partime_special_unsub,1.5,2.4,147
NJ,2021,accredited_center,21,Unsubsidized,1.5,2.4,257.25
NJ,2021,accredited_center,21,parttime_unsub,1.5,2.4,128.63
NJ,2021,accredited_center,21,fulltime_special_unsub,1.5,2.4,308.7
NJ,2021,accredited_center,21,partime_special_unsub,1.5,2.4,154.35
NJ,2021,registered_home,21,Unsubsidized,1.5,2.4,193.03
NJ,2021,registered_home,21,parttime_unsub,1.5,2.4,96.52
NJ,2021,registered_home,21,fulltime_special_unsub,1.5,2.4,234.43
NJ,2021,registered_home,21,partime_special_unsub,1.5,2.4,117.22
NJ,2021,accredited_home,21,Unsubsidized,1.5,2.4,202.51
NJ,2021,accredited_home,21,parttime_unsub,1.5,2.4,101.26
NJ,2021,accredited_home,21,fulltime_special_unsub,1.5,2.4,246.65
NJ,2021,accredited_home,21,partime_special_unsub,1.5,2.4,123.33
NJ,2021,approved_home,21,Unsubsidized,1.5,2.4,116.22
NJ,2021,approved_home,21,parttime_unsub,1.5,2.4,58.11
NJ,2021,approved_home,21,fulltime_special_unsub,1.5,2.4,140.41
NJ,2021,approved_home,21,partime_special_unsub,1.5,2.4,70.2
NJ,2021,licensed_center,1,Unsubsidized,2.5,4,200
NJ,2021,licensed_center,1,parttime_unsub,2.5,4,100
NJ,2021,licensed_center,1,fulltime_special_unsub,2.5,4,254
NJ,2021,licensed_center,1,partime_special_unsub,2.5,4,127
NJ,2021,accredited_center,1,Unsubsidized,2.5,4,210
NJ,2021,accredited_center,1,parttime_unsub,2.5,4,105
NJ,2021,accredited_center,1,fulltime_special_unsub,2.5,4,266.7
NJ,2021,accredited_center,1,partime_special_unsub,2.5,4,133.35
NJ,2021,registered_home,1,Unsubsidized,2.5,4,148.87
NJ,2021,registered_home,1,parttime_unsub,2.5,4,74.43
NJ,2021,registered_home,1,fulltime_special_unsub,2.5,4,189.52
NJ,2021,registered_home,1,partime_special_unsub,2.5,4,94.76
NJ,2021,accredited_home,1,Unsubsidized,2.5,4,155.49
NJ,2021,accredited_home,1,parttime_unsub,2.5,4,77.74
NJ,2021,accredited_home,1,fulltime_special_unsub,2.5,4,198.82
NJ,2021,accredited_home,1,partime_special_unsub,2.5,4,99.41
NJ,2021,approved_home,1,Unsubsidized,2.5,4,88.88
NJ,2021,approved_home,1,parttime_unsub,2.5,4,44.44
NJ,2021,approved_home,1,fulltime_special_unsub,2.5,4,114.1
NJ,2021,approved_home,1,partime_special_unsub,2.5,4,57.05
NJ,2021,licensed_center,2,Unsubsidized,2.5,4,267.7
NJ,2021,licensed_center,2,parttime_unsub,2.5,4,133.85
NJ,2021,licensed_center,2,fulltime_special_unsub,2.5,4,339.98
NJ,2021,licensed_center,2,partime_special_unsub,2.5,4,169.99
NJ,2021,accredited_center,2,Unsubsidized,2.5,4,281.09
NJ,2021,accredited_center,2,parttime_unsub,2.5,4,140.54
NJ,2021,accredited_center,2,fulltime_special_unsub,2.5,4,356.98
NJ,2021,accredited_center,2,partime_special_unsub,2.5,4,178.49
NJ,2021,registered_home,2,Unsubsidized,2.5,4,199.26
NJ,2021,registered_home,2,parttime_unsub,2.5,4,99.63
NJ,2021,registered_home,2,fulltime_special_unsub,2.5,4,253.67
NJ,2021,registered_home,2,partime_special_unsub,2.5,4,126.83
NJ,2021,accredited_home,2,Unsubsidized,2.5,4,208.12
NJ,2021,accredited_home,2,parttime_unsub,2.5,4,104.06
NJ,2021,accredited_home,2,fulltime_special_unsub,2.5,4,266.13
NJ,2021,accredited_home,2,partime_special_unsub,2.5,4,133.06
NJ,2021,approved_home,2,Unsubsidized,2.5,4,118.97
NJ,2021,approved_home,2,parttime_unsub,2.5,4,59.48
NJ,2021,approved_home,2,fulltime_special_unsub,2.5,4,152.73
NJ,2021,approved_home,2,partime_special_unsub,2.5,4,76.36
NJ,2021,licensed_center,3,Unsubsidized,2.5,4,259.82
NJ,2021,licensed_center,3,parttime_unsub,2.5,4,129.91
NJ,2021,licensed_center,3,fulltime_special_unsub,2.5,4,329.97
NJ,2021,licensed_center,3,partime_special_unsub,2.5,4,164.99
NJ,2021,accredited_center,3,Unsubsidized,2.5,4,272.81
NJ,2021,accredited_center,3,parttime_unsub,2.5,4,136.4
NJ,2021,accredited_center,3,fulltime_special_unsub,2.5,4,346.47
NJ,2021,accredited_center,3,partime_special_unsub,2.5,4,173.23
NJ,2021,registered_home,3,Unsubsidized,2.5,4,193.4
NJ,2021,registered_home,3,parttime_unsub,2.5,4,96.7
NJ,2021,registered_home,3,fulltime_special_unsub,2.5,4,246.2
NJ,2021,registered_home,3,partime_special_unsub,2.5,4,123.1
NJ,2021,accredited_home,3,Unsubsidized,2.5,4,201.99
NJ,2021,accredited_home,3,parttime_unsub,2.5,4,101
NJ,2021,accredited_home,3,fulltime_special_unsub,2.5,4,258.29
NJ,2021,accredited_home,3,partime_special_unsub,2.5,4,129.15
NJ,2021,approved_home,3,Unsubsidized,2.5,4,115.47
NJ,2021,approved_home,3,parttime_unsub,2.5,4,57.73
NJ,2021,approved_home,3,fulltime_special_unsub,2.5,4,148.23
NJ,2021,approved_home,3,partime_special_unsub,2.5,4,74.12
NJ,2021,licensed_center,4,Unsubsidized,2.5,4,245
NJ,2021,licensed_center,4,parttime_unsub,2.5,4,122.5
NJ,2021,licensed_center,4,fulltime_special_unsub,2.5,4,311.15
NJ,2021,licensed_center,4,partime_special_unsub,2.5,4,155.58
NJ,2021,accredited_center,4,Unsubsidized,2.5,4,257.25
NJ,2021,accredited_center,4,parttime_unsub,2.5,4,128.62
NJ,2021,accredited_center,4,fulltime_special_unsub,2.5,4,326.71
NJ,2021,accredited_center,4,partime_special_unsub,2.5,4,163.35
NJ,2021,registered_home,4,Unsubsidized,2.5,4,182.36
NJ,2021,registered_home,4,parttime_unsub,2.5,4,91.18
NJ,2021,registered_home,4,fulltime_special_unsub,2.5,4,232.16
NJ,2021,registered_home,4,partime_special_unsub,2.5,4,116.08
NJ,2021,accredited_home,4,Unsubsidized,2.5,4,190.47
NJ,2021,accredited_home,4,parttime_unsub,2.5,4,95.23
NJ,2021,accredited_home,4,fulltime_special_unsub,2.5,4,243.56
NJ,2021,accredited_home,4,partime_special_unsub,2.5,4,121.78
NJ,2021,approved_home,4,Unsubsidized,2.5,4,108.88
NJ,2021,approved_home,4,parttime_unsub,2.5,4,54.44
NJ,2021,approved_home,4,fulltime_special_unsub,2.5,4,139.78
NJ,2021,approved_home,4,partime_special_unsub,2.5,4,69.89
NJ,2021,licensed_center,5,Unsubsidized,2.5,4,231.5
NJ,2021,licensed_center,5,parttime_unsub,2.5,4,115.75
NJ,2021,licensed_center,5,fulltime_special_unsub,2.5,4,294.01
NJ,2021,licensed_center,5,partime_special_unsub,2.5,4,147
NJ,2021,accredited_center,5,Unsubsidized,2.5,4,243.08
NJ,2021,accredited_center,5,parttime_unsub,2.5,4,121.54
NJ,2021,accredited_center,5,fulltime_special_unsub,2.5,4,308.71
NJ,2021,accredited_center,5,partime_special_unsub,2.5,4,154.35
NJ,2021,registered_home,5,Unsubsidized,2.5,4,172.32
NJ,2021,registered_home,5,parttime_unsub,2.5,4,86.16
NJ,2021,registered_home,5,fulltime_special_unsub,2.5,4,219.36
NJ,2021,registered_home,5,partime_special_unsub,2.5,4,109.68
NJ,2021,accredited_home,5,Unsubsidized,2.5,4,179.97
NJ,2021,accredited_home,5,parttime_unsub,2.5,4,89.99
NJ,2021,accredited_home,5,fulltime_special_unsub,2.5,4,230.14
NJ,2021,accredited_home,5,partime_special_unsub,2.5,4,115.07
NJ,2021,approved_home,5,Unsubsidized,2.5,4,102.88
NJ,2021,approved_home,5,parttime_unsub,2.5,4,51.44
NJ,2021,approved_home,5,fulltime_special_unsub,2.5,4,132.07
NJ,2021,approved_home,5,partime_special_unsub,2.5,4,66.04
NJ,2021,licensed_center,6,Unsubsidized,2.5,4,175
NJ,2021,licensed_center,6,parttime_unsub,2.5,4,87.5
NJ,2021,licensed_center,6,fulltime_special_unsub,2.5,4,222.25
NJ,2021,licensed_center,6,partime_special_unsub,2.5,4,111.13
NJ,2021,accredited_center,6,Unsubsidized,2.5,4,183.75
NJ,2021,accredited_center,6,parttime_unsub,2.5,4,91.87
NJ,2021,accredited_center,6,fulltime_special_unsub,2.5,4,233.36
NJ,2021,accredited_center,6,partime_special_unsub,2.5,4,116.68
NJ,2021,registered_home,6,Unsubsidized,2.5,4,130.26
NJ,2021,registered_home,6,parttime_unsub,2.5,4,65.13
NJ,2021,registered_home,6,fulltime_special_unsub,2.5,4,165.83
NJ,2021,registered_home,6,partime_special_unsub,2.5,4,82.91
NJ,2021,accredited_home,6,Unsubsidized,2.5,4,136.05
NJ,2021,accredited_home,6,parttime_unsub,2.5,4,68.02
NJ,2021,accredited_home,6,fulltime_special_unsub,2.5,4,173.97
NJ,2021,accredited_home,6,partime_special_unsub,2.5,4,86.99
NJ,2021,approved_home,6,Unsubsidized,2.5,4,77.77
NJ,2021,approved_home,6,parttime_unsub,2.5,4,38.89
NJ,2021,approved_home,6,fulltime_special_unsub,2.5,4,99.84
NJ,2021,approved_home,6,partime_special_unsub,2.5,4,49.92
NJ,2021,licensed_center,7,Unsubsidized,2.5,4,260.53
NJ,2021,licensed_center,7,parttime_unsub,2.5,4,130.27
NJ,2021,licensed_center,7,fulltime_special_unsub,2.5,4,330.87
NJ,2021,licensed_center,7,partime_special_unsub,2.5,4,165.44
NJ,2021,accredited_center,7,Unsubsidized,2.5,4,273.56
NJ,2021,accredited_center,7,parttime_unsub,2.5,4,136.78
NJ,2021,accredited_center,7,fulltime_special_unsub,2.5,4,347.42
NJ,2021,accredited_center,7,partime_special_unsub,2.5,4,173.71
NJ,2021,registered_home,7,Unsubsidized,2.5,4,193.92
NJ,2021,registered_home,7,parttime_unsub,2.5,4,96.96
NJ,2021,registered_home,7,fulltime_special_unsub,2.5,4,246.87
NJ,2021,registered_home,7,partime_special_unsub,2.5,4,123.44
NJ,2021,accredited_home,7,Unsubsidized,2.5,4,202.54
NJ,2021,accredited_home,7,parttime_unsub,2.5,4,101.27
NJ,2021,accredited_home,7,fulltime_special_unsub,2.5,4,259
NJ,2021,accredited_home,7,partime_special_unsub,2.5,4,129.5
NJ,2021,approved_home,7,Unsubsidized,2.5,4,115.78
NJ,2021,approved_home,7,parttime_unsub,2.5,4,57.89
NJ,2021,approved_home,7,fulltime_special_unsub,2.5,4,148.64
NJ,2021,approved_home,7,partime_special_unsub,2.5,4,74.32
NJ,2021,licensed_center,8,Unsubsidized,2.5,4,244
NJ,2021,licensed_center,8,parttime_unsub,2.5,4,122
NJ,2021,licensed_center,8,fulltime_special_unsub,2.5,4,309.88
NJ,2021,licensed_center,8,partime_special_unsub,2.5,4,154.94
NJ,2021,accredited_center,8,Unsubsidized,2.5,4,256.2
NJ,2021,accredited_center,8,parttime_unsub,2.5,4,128.1
NJ,2021,accredited_center,8,fulltime_special_unsub,2.5,4,325.38
NJ,2021,accredited_center,8,partime_special_unsub,2.5,4,162.69
NJ,2021,registered_home,8,Unsubsidized,2.5,4,181.62
NJ,2021,registered_home,8,parttime_unsub,2.5,4,90.81
NJ,2021,registered_home,8,fulltime_special_unsub,2.5,4,231.21
NJ,2021,registered_home,8,partime_special_unsub,2.5,4,115.6
NJ,2021,accredited_home,8,Unsubsidized,2.5,4,189.69
NJ,2021,accredited_home,8,parttime_unsub,2.5,4,94.85
NJ,2021,accredited_home,8,fulltime_special_unsub,2.5,4,242.57
NJ,2021,accredited_home,8,partime_special_unsub,2.5,4,121.28
NJ,2021,approved_home,8,Unsubsidized,2.5,4,108.44
NJ,2021,approved_home,8,parttime_unsub,2.5,4,54.22
NJ,2021,approved_home,8,fulltime_special_unsub,2.5,4,139.21
NJ,2021,approved_home,8,partime_special_unsub,2.5,4,69.6
NJ,2021,licensed_center,9,Unsubsidized,2.5,4,185
NJ,2021,licensed_center,9,parttime_unsub,2.5,4,92.5
NJ,2021,licensed_center,9,fulltime_special_unsub,2.5,4,234.95
NJ,2021,licensed_center,9,partime_special_unsub,2.5,4,117.48
NJ,2021,accredited_center,9,Unsubsidized,2.5,4,194.25
NJ,2021,accredited_center,9,parttime_unsub,2.5,4,97.12
NJ,2021,accredited_center,9,fulltime_special_unsub,2.5,4,246.7
NJ,2021,accredited_center,9,partime_special_unsub,2.5,4,123.35
NJ,2021,registered_home,9,Unsubsidized,2.5,4,137.7
NJ,2021,registered_home,9,parttime_unsub,2.5,4,68.85
NJ,2021,registered_home,9,fulltime_special_unsub,2.5,4,175.3
NJ,2021,registered_home,9,partime_special_unsub,2.5,4,87.65
NJ,2021,accredited_home,9,Unsubsidized,2.5,4,143.82
NJ,2021,accredited_home,9,parttime_unsub,2.5,4,71.91
NJ,2021,accredited_home,9,fulltime_special_unsub,2.5,4,183.91
NJ,2021,accredited_home,9,partime_special_unsub,2.5,4,91.96
NJ,2021,approved_home,9,Unsubsidized,2.5,4,82.22
NJ,2021,approved_home,9,parttime_unsub,2.5,4,41.11
NJ,2021,approved_home,9,fulltime_special_unsub,2.5,4,105.55
NJ,2021,approved_home,9,partime_special_unsub,2.5,4,52.77
NJ,2021,licensed_center,10,Unsubsidized,2.5,4,314
NJ,2021,licensed_center,10,parttime_unsub,2.5,4,157
NJ,2021,licensed_center,10,fulltime_special_unsub,2.5,4,398.78
NJ,2021,licensed_center,10,partime_special_unsub,2.5,4,199.39
NJ,2021,accredited_center,10,Unsubsidized,2.5,4,329.7
NJ,2021,accredited_center,10,parttime_unsub,2.5,4,164.85
NJ,2021,accredited_center,10,fulltime_special_unsub,2.5,4,418.72
NJ,2021,accredited_center,10,partime_special_unsub,2.5,4,209.36
NJ,2021,registered_home,10,Unsubsidized,2.5,4,233.72
NJ,2021,registered_home,10,parttime_unsub,2.5,4,116.86
NJ,2021,registered_home,10,fulltime_special_unsub,2.5,4,297.54
NJ,2021,registered_home,10,partime_special_unsub,2.5,4,148.77
NJ,2021,accredited_home,10,Unsubsidized,2.5,4,244.11
NJ,2021,accredited_home,10,parttime_unsub,2.5,4,122.06
NJ,2021,accredited_home,10,fulltime_special_unsub,2.5,4,312.15
NJ,2021,accredited_home,10,partime_special_unsub,2.5,4,156.08
NJ,2021,approved_home,10,Unsubsidized,2.5,4,139.55
NJ,2021,approved_home,10,parttime_unsub,2.5,4,69.77
NJ,2021,approved_home,10,fulltime_special_unsub,2.5,4,179.14
NJ,2021,approved_home,10,partime_special_unsub,2.5,4,89.57
NJ,2021,licensed_center,11,Unsubsidized,2.5,4,266
NJ,2021,licensed_center,11,parttime_unsub,2.5,4,133
NJ,2021,licensed_center,11,fulltime_special_unsub,2.5,4,337.82
NJ,2021,licensed_center,11,partime_special_unsub,2.5,4,168.91
NJ,2021,accredited_center,11,Unsubsidized,2.5,4,279.3
NJ,2021,accredited_center,11,parttime_unsub,2.5,4,139.65
NJ,2021,accredited_center,11,fulltime_special_unsub,2.5,4,354.71
NJ,2021,accredited_center,11,partime_special_unsub,2.5,4,177.35
NJ,2021,registered_home,11,Unsubsidized,2.5,4,198
NJ,2021,registered_home,11,parttime_unsub,2.5,4,99
NJ,2021,registered_home,11,fulltime_special_unsub,2.5,4,252.06
NJ,2021,registered_home,11,partime_special_unsub,2.5,4,126.03
NJ,2021,accredited_home,11,Unsubsidized,2.5,4,206.8
NJ,2021,accredited_home,11,parttime_unsub,2.5,4,103.4
NJ,2021,accredited_home,11,fulltime_special_unsub,2.5,4,264.44
NJ,2021,accredited_home,11,partime_special_unsub,2.5,4,132.22
NJ,2021,approved_home,11,Unsubsidized,2.5,4,118.21
NJ,2021,approved_home,11,parttime_unsub,2.5,4,59.11
NJ,2021,approved_home,11,fulltime_special_unsub,2.5,4,151.76
NJ,2021,approved_home,11,partime_special_unsub,2.5,4,75.88
NJ,2021,licensed_center,12,Unsubsidized,2.5,4,258
NJ,2021,licensed_center,12,parttime_unsub,2.5,4,129
NJ,2021,licensed_center,12,fulltime_special_unsub,2.5,4,327.66
NJ,2021,licensed_center,12,partime_special_unsub,2.5,4,163.83
NJ,2021,accredited_center,12,Unsubsidized,2.5,4,270.9
NJ,2021,accredited_center,12,parttime_unsub,2.5,4,135.45
NJ,2021,accredited_center,12,fulltime_special_unsub,2.5,4,344.04
NJ,2021,accredited_center,12,partime_special_unsub,2.5,4,172.02
NJ,2021,registered_home,12,Unsubsidized,2.5,4,192.04
NJ,2021,registered_home,12,parttime_unsub,2.5,4,96.02
NJ,2021,registered_home,12,fulltime_special_unsub,2.5,4,244.48
NJ,2021,registered_home,12,partime_special_unsub,2.5,4,122.24
NJ,2021,accredited_home,12,Unsubsidized,2.5,4,200.58
NJ,2021,accredited_home,12,parttime_unsub,2.5,4,100.29
NJ,2021,accredited_home,12,fulltime_special_unsub,2.5,4,256.48
NJ,2021,accredited_home,12,partime_special_unsub,2.5,4,128.24
NJ,2021,approved_home,12,Unsubsidized,2.5,4,114.66
NJ,2021,approved_home,12,parttime_unsub,2.5,4,57.33
NJ,2021,approved_home,12,fulltime_special_unsub,2.5,4,147.19
NJ,2021,approved_home,12,partime_special_unsub,2.5,4,73.6
NJ,2021,licensed_center,13,Unsubsidized,2.5,4,265
NJ,2021,licensed_center,13,parttime_unsub,2.5,4,132.5
NJ,2021,licensed_center,13,fulltime_special_unsub,2.5,4,336.55
NJ,2021,licensed_center,13,partime_special_unsub,2.5,4,168.28
NJ,2021,accredited_center,13,Unsubsidized,2.5,4,278.25
NJ,2021,accredited_center,13,parttime_unsub,2.5,4,139.12
NJ,2021,accredited_center,13,fulltime_special_unsub,2.5,4,353.38
NJ,2021,accredited_center,13,partime_special_unsub,2.5,4,176.69
NJ,2021,registered_home,13,Unsubsidized,2.5,4,197.25
NJ,2021,registered_home,13,parttime_unsub,2.5,4,98.63
NJ,2021,registered_home,13,fulltime_special_unsub,2.5,4,251.11
NJ,2021,registered_home,13,partime_special_unsub,2.5,4,125.55
NJ,2021,accredited_home,13,Unsubsidized,2.5,4,206.02
NJ,2021,accredited_home,13,parttime_unsub,2.5,4,103.01
NJ,2021,accredited_home,13,fulltime_special_unsub,2.5,4,263.44
NJ,2021,accredited_home,13,partime_special_unsub,2.5,4,131.72
NJ,2021,approved_home,13,Unsubsidized,2.5,4,117.77
NJ,2021,approved_home,13,parttime_unsub,2.5,4,58.88
NJ,2021,approved_home,13,fulltime_special_unsub,2.5,4,151.19
NJ,2021,approved_home,13,partime_special_unsub,2.5,4,75.59
NJ,2021,licensed_center,14,Unsubsidized,2.5,4,290
NJ,2021,licensed_center,14,parttime_unsub,2.5,4,145
NJ,2021,licensed_center,14,fulltime_special_unsub,2.5,4,368.3
NJ,2021,licensed_center,14,partime_special_unsub,2.5,4,184.15
NJ,2021,accredited_center,14,Unsubsidized,2.5,4,304.5
NJ,2021,accredited_center,14,parttime_unsub,2.5,4,152.25
NJ,2021,accredited_center,14,fulltime_special_unsub,2.5,4,386.72
NJ,2021,accredited_center,14,partime_special_unsub,2.5,4,193.36
NJ,2021,registered_home,14,Unsubsidized,2.5,4,215.86
NJ,2021,registered_home,14,parttime_unsub,2.5,4,107.93
NJ,2021,registered_home,14,fulltime_special_unsub,2.5,4,274.8
NJ,2021,registered_home,14,partime_special_unsub,2.5,4,137.4
NJ,2021,accredited_home,14,Unsubsidized,2.5,4,225.45
NJ,2021,accredited_home,14,parttime_unsub,2.5,4,112.73
NJ,2021,accredited_home,14,fulltime_special_unsub,2.5,4,288.29
NJ,2021,accredited_home,14,partime_special_unsub,2.5,4,144.15
NJ,2021,approved_home,14,Unsubsidized,2.5,4,128.88
NJ,2021,approved_home,14,parttime_unsub,2.5,4,64.44
NJ,2021,approved_home,14,fulltime_special_unsub,2.5,4,165.45
NJ,2021,approved_home,14,partime_special_unsub,2.5,4,82.72
NJ,2021,licensed_center,15,Unsubsidized,2.5,4,208
NJ,2021,licensed_center,15,parttime_unsub,2.5,4,104
NJ,2021,licensed_center,15,fulltime_special_unsub,2.5,4,264.16
NJ,2021,licensed_center,15,partime_special_unsub,2.5,4,132.08
NJ,2021,accredited_center,15,Unsubsidized,2.5,4,218.4
NJ,2021,accredited_center,15,parttime_unsub,2.5,4,109.2
NJ,2021,accredited_center,15,fulltime_special_unsub,2.5,4,277.37
NJ,2021,accredited_center,15,partime_special_unsub,2.5,4,138.68
NJ,2021,registered_home,15,Unsubsidized,2.5,4,154.82
NJ,2021,registered_home,15,parttime_unsub,2.5,4,77.41
NJ,2021,registered_home,15,fulltime_special_unsub,2.5,4,197.1
NJ,2021,registered_home,15,partime_special_unsub,2.5,4,98.55
NJ,2021,accredited_home,15,Unsubsidized,2.5,4,161.7
NJ,2021,accredited_home,15,parttime_unsub,2.5,4,80.85
NJ,2021,accredited_home,15,fulltime_special_unsub,2.5,4,206.78
NJ,2021,accredited_home,15,partime_special_unsub,2.5,4,103.39
NJ,2021,approved_home,15,Unsubsidized,2.5,4,92.44
NJ,2021,approved_home,15,parttime_unsub,2.5,4,46.22
NJ,2021,approved_home,15,fulltime_special_unsub,2.5,4,118.67
